Freq_GHz,"dB(S(P1A:1,P1A:1))","dB(S(P4A:1,P4A:1))","dB(S(P1B:1,P1B:1))","dB(S(P3B:1,P3B:1))","dB(S(P2B:1,P2B:1))","dB(S(P4B:1,P4B:1))","dB(S(P2A:1,P2A:1))","dB(S(P3A:1,P3A:1))","dB(S(P1A:1,P4A:1))","dB(S(P1A:1,P1B:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P2B:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P3A:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P1B:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P2B:1))","dB(S(P4A:1,P4B:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P3A:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P4A:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P2B:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P3A:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P4A:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P2B:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P3A:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P4A:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P3A:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P4A:1))","dB(S(P4B:1,P1B:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P2B:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P3A:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P4A:1))","dB(S(P2A:1,P1B:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P2B:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P3A:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P4A:1))","dB(S(P3A:1,P1B:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P2B:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P2A:1))"
7.738000,-1.215077,-1.206635,-0.774379,-11.285617,-0.698107,-1.496990,-1.084164,-10.022135,-29.562856,-10.751097,-39.573184,-40.434876,-29.588193,-32.780582,-40.539926,-29.562856,-42.181168,-47.033999,-41.270897,-21.570004,-32.718307,-48.426282,-10.751097,-42.181168,-55.286312,-45.582099,-36.940274,-49.078949,-57.646852,-39.573184,-47.033999,-55.286312,-40.975537,-36.753459,-38.207657,-0.726148,-40.434876,-41.270897,-45.582099,-40.975537,-37.236693,-11.835347,-42.471616,-29.588193,-21.570004,-36.940274,-36.753459,-37.236693,-36.832592,-40.734250,-32.780582,-32.718307,-49.078949,-38.207657,-11.835347,-36.832592,-40.596132,-40.539926,-48.426282,-57.646852,-0.726148,-42.471616,-40.734250,-40.596132
7.985500,-1.474615,-1.219585,-1.200510,-10.374364,-1.059193,-1.512663,-1.419622,-9.479920,-35.407280,-7.295386,-46.106146,-41.556754,-30.931587,-43.314809,-49.335943,-35.407280,-56.686528,-40.702447,-44.668738,-10.645986,-40.334927,-43.592731,-7.295386,-56.686528,-56.059893,-51.462819,-39.227172,-64.894335,-57.399870,-46.106146,-40.702447,-56.059893,-48.048351,-38.206400,-38.724984,-0.748105,-41.556754,-44.668738,-51.462819,-48.048351,-47.809275,-8.079426,-46.712115,-30.931587,-10.645986,-39.227172,-38.206400,-47.809275,-38.710180,-45.366820,-43.314809,-40.334927,-64.894335,-38.724984,-8.079426,-38.710180,-41.489883,-49.335943,-43.592731,-57.399870,-0.748105,-46.712115,-45.366820,-41.489883
8.233000,-1.823458,-2.434113,-1.675683,-9.463568,-1.507690,-2.671879,-1.827330,-8.911829,-46.543884,-5.584699,-52.544866,-47.565722,-40.749764,-46.313920,-54.700511,-46.543884,-56.711848,-45.327824,-54.335422,-4.772449,-42.971117,-47.043253,-5.584699,-56.711848,-56.350844,-57.089181,-43.531386,-53.358155,-58.308055,-52.544866,-45.327824,-56.350844,-63.830238,-44.286850,-43.016098,-0.793849,-47.565722,-54.335422,-57.089181,-63.830238,-53.383361,-6.030501,-53.582157,-40.749764,-4.772449,-43.531386,-44.286850,-53.383361,-46.536656,-55.017600,-46.313920,-42.971117,-53.358155,-43.016098,-6.030501,-46.536656,-45.607549,-54.700511,-47.043253,-58.308055,-0.793849,-53.582157,-55.017600,-45.607549
