fov_sample_count,fov_gain_total_min_dbi,fov_gain_total_min_theta_deg,fov_gain_total_min_phi_deg,fov_realized_gain_total_min_dbi,fov_realized_gain_total_min_theta_deg,fov_realized_gain_total_min_phi_deg,fov_gain_total_max_dbi,fov_gain_total_max_theta_deg,fov_gain_total_max_phi_deg,fov_realized_gain_total_max_dbi,fov_realized_gain_total_max_theta_deg,fov_realized_gain_total_max_phi_deg,candidate_index,candidate,case,active_pol,source,freq_ghz
190,-19.919620,90.000000,90.000000,-20.018815,90.000000,90.000000,-13.939923,45.000000,0.000000,-14.039118,45.000000,0.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P1B,7.985500
190,-19.821290,90.000000,90.000000,-19.966630,90.000000,90.000000,-14.460361,45.000000,0.000000,-14.605701,45.000000,0.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P1B,8.233000
190,-18.742740,90.000000,0.000000,-18.754871,90.000000,0.000000,-12.345551,45.000000,90.000000,-12.357682,45.000000,90.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P2B,7.738000
190,-19.933667,85.000000,0.000000,-19.937211,85.000000,0.000000,-13.303002,45.000000,90.000000,-13.306545,45.000000,90.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P2B,7.985500
190,-20.947855,85.000000,0.000000,-20.955783,85.000000,0.000000,-13.988738,45.000000,90.000000,-13.996666,45.000000,90.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P2B,8.233000
190,-25.008861,90.000000,30.000000,-25.087438,90.000000,30.000000,-14.285013,45.000000,0.000000,-14.363590,45.000000,0.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P3B,7.738000
190,-25.781594,90.000000,35.000000,-25.791164,90.000000,35.000000,-15.016509,45.000000,75.000000,-15.026079,45.000000,75.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P3B,7.985500
190,-24.592474,90.000000,35.000000,-24.647423,90.000000,35.000000,-14.925234,45.000000,80.000000,-14.980184,45.000000,80.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P3B,8.233000
190,-23.868806,90.000000,20.000000,-23.951540,90.000000,20.000000,-14.367005,45.000000,90.000000,-14.449739,45.000000,90.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P4B,7.738000
190,-26.259479,90.000000,45.000000,-26.370388,90.000000,45.000000,-16.773460,45.000000,25.000000,-16.884369,45.000000,25.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P4B,7.985500
190,-25.364063,90.000000,50.000000,-25.547195,90.000000,50.000000,-17.059007,45.000000,20.000000,-17.242140,45.000000,20.000000,18,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45,B_ON_absorptive_50ohm_c0p08pf,B,P4B,8.233000
190,-18.634927,90.000000,55.000000,-18.640539,90.000000,55.000000,-11.130617,45.000000,0.000000,-11.136229,45.000000,0.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P1A,7.738000
190,-20.137919,90.000000,55.000000,-20.146727,90.000000,55.000000,-12.163498,45.000000,0.000000,-12.172307,45.000000,0.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P1A,7.985500
190,-21.511010,90.000000,55.000000,-21.528226,90.000000,55.000000,-12.950401,45.000000,0.000000,-12.967617,45.000000,0.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P1A,8.233000
190,-20.543352,90.000000,0.000000,-20.582837,90.000000,0.000000,-13.963676,45.000000,90.000000,-14.003161,45.000000,90.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P2A,7.738000
190,-20.508847,90.000000,0.000000,-20.541306,90.000000,0.000000,-14.230382,45.000000,90.000000,-14.262841,45.000000,90.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P2A,7.985500
190,-20.411348,90.000000,0.000000,-20.456999,90.000000,0.000000,-14.720377,45.000000,90.000000,-14.766028,45.000000,90.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P2A,8.233000
190,-24.080789,80.000000,35.000000,-24.232592,80.000000,35.000000,-14.246729,45.000000,65.000000,-14.398532,45.000000,65.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P3A,7.738000
190,-28.032797,90.000000,40.000000,-28.221240,90.000000,40.000000,-15.894687,45.000000,60.000000,-16.083130,45.000000,60.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P3A,7.985500
190,-25.927960,90.000000,45.000000,-26.198796,90.000000,45.000000,-16.549369,45.000000,60.000000,-16.820206,45.000000,60.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P3A,8.233000
190,-22.535187,90.000000,55.000000,-22.684133,90.000000,55.000000,-12.824231,45.000000,25.000000,-12.973177,45.000000,25.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P4A,7.738000
190,-22.379161,90.000000,55.000000,-22.708602,90.000000,55.000000,-13.633417,45.000000,10.000000,-13.962859,45.000000,10.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P4A,7.985500
190,-21.892728,90.000000,55.000000,-22.433812,90.000000,55.000000,-13.927736,45.000000,5.000000,-14.468820,45.000000,5.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,A_ON_absorptive_50ohm_c0p08pf,A,P4A,8.233000
190,-22.297039,60.000000,55.000000,-22.300226,60.000000,55.000000,-15.916746,90.000000,25.000000,-15.919933,90.000000,25.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P1B,7.738000
190,-20.014841,90.000000,90.000000,-20.036820,90.000000,90.000000,-15.223870,45.000000,0.000000,-15.245850,45.000000,0.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P1B,7.985500
190,-20.400282,90.000000,90.000000,-20.457035,90.000000,90.000000,-15.414935,45.000000,0.000000,-15.471688,45.000000,0.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P1B,8.233000
190,-17.913164,90.000000,90.000000,-17.932120,90.000000,90.000000,-12.874432,45.000000,90.000000,-12.893388,45.000000,90.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P2B,7.738000
190,-19.002691,85.000000,35.000000,-19.016758,85.000000,35.000000,-13.192739,45.000000,90.000000,-13.206805,45.000000,90.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P2B,7.985500
190,-20.219159,85.000000,35.000000,-20.233184,85.000000,35.000000,-13.711015,45.000000,90.000000,-13.725040,45.000000,90.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P2B,8.233000
190,-22.582032,90.000000,80.000000,-22.792429,90.000000,80.000000,-11.092977,45.000000,0.000000,-11.303374,45.000000,0.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P3B,7.738000
190,-25.784276,90.000000,35.000000,-25.813077,90.000000,35.000000,-14.348137,45.000000,0.000000,-14.376938,45.000000,0.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P3B,7.985500
190,-25.644064,90.000000,35.000000,-25.686924,90.000000,35.000000,-14.332770,45.000000,75.000000,-14.375631,45.000000,75.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P3B,8.233000
190,-20.516113,90.000000,15.000000,-20.669399,90.000000,15.000000,-10.798731,45.000000,90.000000,-10.952018,45.000000,90.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P4B,7.738000
190,-25.038370,90.000000,30.000000,-25.081242,90.000000,30.000000,-15.181420,45.000000,25.000000,-15.224292,45.000000,25.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P4B,7.985500
190,-28.845851,90.000000,45.000000,-28.893921,90.000000,45.000000,-16.480266,45.000000,25.000000,-16.528336,45.000000,25.000000,19,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_weakline2p4_gap0p12,B_ON_absorptive_50ohm_c0p08pf,B,P4B,8.233000
190,-17.416672,90.000000,90.000000,-17.427711,90.000000,90.000000,-11.446975,45.000000,0.000000,-11.458014,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P1A,7.738000
190,-18.940285,85.000000,90.000000,-18.948088,85.000000,90.000000,-12.332765,45.000000,0.000000,-12.340568,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P1A,7.985500
190,-20.199809,85.000000,90.000000,-20.214482,85.000000,90.000000,-13.158200,45.000000,0.000000,-13.172872,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P1A,8.233000
190,-24.679111,60.000000,40.000000,-24.701487,60.000000,40.000000,-16.310510,45.000000,0.000000,-16.332886,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P2A,7.738000
190,-20.389089,90.000000,0.000000,-20.400370,90.000000,0.000000,-15.398813,45.000000,90.000000,-15.410093,45.000000,90.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P2A,7.985500
190,-20.709333,90.000000,0.000000,-20.726731,90.000000,0.000000,-15.615213,45.000000,90.000000,-15.632612,45.000000,90.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P2A,8.233000
190,-25.195138,90.000000,60.000000,-25.319526,90.000000,60.000000,-14.751533,45.000000,0.000000,-14.875921,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P3A,7.738000
190,-30.070788,90.000000,45.000000,-30.211461,90.000000,45.000000,-16.870046,45.000000,70.000000,-17.010719,45.000000,70.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P3A,7.985500
190,-27.315402,90.000000,45.000000,-27.516984,90.000000,45.000000,-17.362485,45.000000,65.000000,-17.564066,45.000000,65.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P3A,8.233000
190,-25.254016,90.000000,55.000000,-25.259280,90.000000,55.000000,-14.177354,45.000000,10.000000,-14.182617,45.000000,10.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P4A,7.738000
190,-25.032054,90.000000,55.000000,-25.068941,90.000000,55.000000,-14.232519,45.000000,5.000000,-14.269406,45.000000,5.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P4A,7.985500
190,-23.986608,90.000000,55.000000,-24.156450,90.000000,55.000000,-14.170006,45.000000,10.000000,-14.339848,45.000000,10.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,A_ON_absorptive_50ohm_c0p08pf,A,P4A,8.233000
190,-23.859410,85.000000,60.000000,-23.896139,85.000000,60.000000,-11.393213,45.000000,85.000000,-11.429942,45.000000,85.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P1B,7.738000
190,-21.461384,60.000000,60.000000,-21.491437,60.000000,60.000000,-16.809995,45.000000,0.000000,-16.840049,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P1B,7.985500
190,-20.706789,90.000000,90.000000,-20.758084,90.000000,90.000000,-16.222368,45.000000,0.000000,-16.273662,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P1B,8.233000
190,-19.801428,80.000000,0.000000,-19.862854,80.000000,0.000000,-12.790122,45.000000,90.000000,-12.851548,45.000000,90.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P2B,7.738000
190,-20.611814,85.000000,0.000000,-20.646175,85.000000,0.000000,-13.973658,45.000000,90.000000,-14.008019,45.000000,90.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P2B,7.985500
190,-21.468352,80.000000,0.000000,-21.488789,80.000000,0.000000,-14.500420,45.000000,90.000000,-14.520858,45.000000,90.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P2B,8.233000
190,-24.251034,90.000000,80.000000,-24.374730,90.000000,80.000000,-10.551055,45.000000,0.000000,-10.674750,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P3B,7.738000
190,-26.184763,90.000000,30.000000,-26.193458,90.000000,30.000000,-15.044375,45.000000,0.000000,-15.053071,45.000000,0.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P3B,7.985500
190,-25.609351,90.000000,30.000000,-25.623959,90.000000,30.000000,-15.185259,45.000000,70.000000,-15.199866,45.000000,70.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P3B,8.233000
190,-20.264331,90.000000,10.000000,-20.309400,90.000000,10.000000,-9.570783,45.000000,90.000000,-9.615852,45.000000,90.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P4B,7.738000
190,-22.328327,90.000000,5.000000,-22.455453,90.000000,5.000000,-14.747357,50.000000,35.000000,-14.874483,50.000000,35.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P4B,7.985500
190,-22.544678,90.000000,5.000000,-22.807508,90.000000,5.000000,-16.177870,45.000000,35.000000,-16.440700,45.000000,35.000000,20,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p80_v0p00,B_ON_absorptive_50ohm_c0p08pf,B,P4B,8.233000
190,-22.189196,90.000000,60.000000,-22.199743,90.000000,60.000000,-10.984722,45.000000,0.000000,-10.995269,45.000000,0.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P1A,7.738000
190,-25.341207,65.000000,55.000000,-25.355461,65.000000,55.000000,-16.757014,90.000000,25.000000,-16.771269,90.000000,25.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P1A,7.985500
190,-21.868596,75.000000,65.000000,-21.887565,75.000000,65.000000,-15.824776,45.000000,0.000000,-15.843745,45.000000,0.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P1A,8.233000
190,-20.745305,90.000000,0.000000,-20.780267,90.000000,0.000000,-12.895268,45.000000,90.000000,-12.930230,45.000000,90.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P2A,7.738000
190,-20.932117,90.000000,0.000000,-20.950480,90.000000,0.000000,-13.450658,45.000000,90.000000,-13.469021,45.000000,90.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P2A,7.985500
190,-21.001248,90.000000,0.000000,-21.018105,90.000000,0.000000,-14.343280,45.000000,90.000000,-14.360137,45.000000,90.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P2A,8.233000
190,-23.186715,90.000000,70.000000,-23.284763,90.000000,70.000000,-15.417936,45.000000,65.000000,-15.515984,45.000000,65.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P3A,7.738000
190,-25.495588,80.000000,30.000000,-25.621582,80.000000,30.000000,-17.268399,45.000000,60.000000,-17.394392,45.000000,60.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P3A,7.985500
190,-24.657228,90.000000,50.000000,-24.847542,90.000000,50.000000,-17.268798,45.000000,65.000000,-17.459113,45.000000,65.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P3A,8.233000
190,-25.210018,90.000000,60.000000,-25.299206,90.000000,60.000000,-13.894332,45.000000,90.000000,-13.983520,45.000000,90.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P4A,7.738000
190,-28.180964,90.000000,55.000000,-28.183816,90.000000,55.000000,-15.115626,45.000000,15.000000,-15.118479,45.000000,15.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P4A,7.985500
190,-26.810599,90.000000,55.000000,-26.843818,90.000000,55.000000,-14.924232,45.000000,10.000000,-14.957451,45.000000,10.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,A_ON_absorptive_50ohm_c0p08pf,A,P4A,8.233000
190,-20.330053,90.000000,90.000000,-20.351270,90.000000,90.000000,-14.106096,45.000000,0.000000,-14.127313,45.000000,0.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,B_ON_absorptive_50ohm_c0p08pf,B,P1B,7.738000
190,-19.790579,90.000000,90.000000,-19.835980,90.000000,90.000000,-14.493926,45.000000,90.000000,-14.539327,45.000000,90.000000,21,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6_slit4p0_off0p45_slit5p0_offu0p00_v0p80,B_ON_absorptive_50ohm_c0p08pf,B,P1B,7.985500
