Freq_GHz,"dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1B:1))","dB(S(P4B:1,P4B:1))","dB(S(P1A:1,P1A:1))","dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2A:1))","dB(S(P4A:1,P4A:1))","dB(S(P2B:1,P2B:1))","dB(S(P3A:1,P1B:1))","dB(S(P3A:1,P4B:1))","dB(S(P3A:1,P1A:1))","dB(S(P3A:1,P3B:1))","dB(S(P3A:1,P2A:1))","dB(S(P3A:1,P4A:1))","dB(S(P3A:1,P2B:1))","dB(S(P1B:1,P3A:1))","dB(S(P1B:1,P4B:1))","dB(S(P1B:1,P1A:1))","dB(S(P1B:1,P3B:1))","dB(S(P1B:1,P2A:1))","dB(S(P1B:1,P4A:1))","dB(S(P1B:1,P2B:1))","dB(S(P4B:1,P3A:1))","dB(S(P4B:1,P1B:1))","dB(S(P4B:1,P1A:1))","dB(S(P4B:1,P3B:1))","dB(S(P4B:1,P2A:1))","dB(S(P4B:1,P4A:1))","dB(S(P4B:1,P2B:1))","dB(S(P1A:1,P3A:1))","dB(S(P1A:1,P1B:1))","dB(S(P1A:1,P4B:1))","dB(S(P1A:1,P3B:1))","dB(S(P1A:1,P2A:1))","dB(S(P1A:1,P4A:1))","dB(S(P1A:1,P2B:1))","dB(S(P3B:1,P3A:1))","dB(S(P3B:1,P1B:1))","dB(S(P3B:1,P4B:1))","dB(S(P3B:1,P1A:1))","dB(S(P3B:1,P2A:1))","dB(S(P3B:1,P4A:1))","dB(S(P3B:1,P2B:1))","dB(S(P2A:1,P3A:1))","dB(S(P2A:1,P1B:1))","dB(S(P2A:1,P4B:1))","dB(S(P2A:1,P1A:1))","dB(S(P2A:1,P3B:1))","dB(S(P2A:1,P4A:1))","dB(S(P2A:1,P2B:1))","dB(S(P4A:1,P3A:1))","dB(S(P4A:1,P1B:1))","dB(S(P4A:1,P4B:1))","dB(S(P4A:1,P1A:1))","dB(S(P4A:1,P3B:1))","dB(S(P4A:1,P2A:1))","dB(S(P4A:1,P2B:1))","dB(S(P2B:1,P3A:1))","dB(S(P2B:1,P1B:1))","dB(S(P2B:1,P4B:1))","dB(S(P2B:1,P1A:1))","dB(S(P2B:1,P3B:1))","dB(S(P2B:1,P2A:1))","dB(S(P2B:1,P4A:1))"
7.738000,-9.936572,-8.828025,-8.722940,-9.987907,-8.773019,-9.515595,-10.388275,-8.796920,-31.112873,-20.046118,-16.237591,-24.636048,-17.839833,-20.424641,-21.284018,-31.112873,-18.008441,-21.675131,-20.468694,-23.934709,-22.886496,-20.661622,-20.046118,-18.008441,-20.855876,-20.758469,-30.063024,-23.906284,-16.549130,-16.237591,-21.675131,-20.855876,-32.502577,-20.672960,-17.664651,-17.108767,-24.636048,-20.468694,-20.758469,-32.502577,-22.762242,-17.841724,-18.287130,-17.839833,-23.934709,-30.063024,-20.672960,-22.762242,-20.375574,-21.725536,-20.424641,-22.886496,-23.906284,-17.664651,-17.841724,-20.375574,-30.699916,-21.284018,-20.661622,-16.549130,-17.108767,-18.287130,-21.725536,-30.699916
7.985500,-15.755822,-14.623238,-15.122659,-13.558618,-14.241916,-15.305281,-14.750788,-13.051882,-30.002496,-20.566871,-16.294197,-17.900681,-17.299512,-20.348099,-24.288694,-30.002496,-17.382961,-15.491514,-19.678667,-29.113666,-23.603054,-20.062482,-20.566871,-17.382961,-23.581183,-20.303654,-28.733946,-16.489175,-16.333877,-16.294197,-15.491514,-23.581183,-29.192626,-20.294163,-17.412112,-15.460011,-17.900681,-19.678667,-20.303654,-29.192626,-23.303543,-16.219135,-17.565327,-17.299512,-29.113666,-28.733946,-20.294163,-23.303543,-19.811697,-15.817031,-20.348099,-23.603054,-16.489175,-17.412112,-16.219135,-19.811697,-27.635433,-24.288694,-20.062482,-16.333877,-15.460011,-17.565327,-15.817031,-27.635433
8.233000,-11.637526,-11.641453,-13.531221,-9.331952,-11.399544,-11.020095,-9.935816,-10.315162,-30.215845,-20.721991,-17.641762,-14.112502,-18.402412,-21.238405,-31.178990,-30.215845,-18.355846,-12.435294,-20.352492,-29.794163,-26.540829,-20.632461,-20.721991,-18.355846,-29.941875,-20.839051,-29.458087,-13.094738,-17.412669,-17.641762,-12.435294,-29.941875,-28.353740,-21.170058,-18.866057,-15.057087,-14.112502,-20.352492,-20.839051,-28.353740,-26.126055,-15.992045,-18.447417,-18.402412,-29.794163,-29.458087,-21.170058,-26.126055,-20.671708,-12.649205,-21.238405,-26.540829,-13.094738,-18.866057,-15.992045,-20.671708,-27.016630,-31.178990,-20.632461,-17.412669,-15.057087,-18.447417,-12.649205,-27.016630
