valid_count,total_count,valid_percent,pdoa_span_deg,pdoa_start_deg,pdoa_end_deg,monotonic_segment_percent,min_pair_mag_rel_db,rms_bias_vs_pol0_deg,mean_abs_bias_vs_pol0_deg,max_abs_bias_vs_pol0_deg,freq_ghz,phi_deg,linear_pol_deg,strategy,strategy_note,baseline
73,73,100.0,276.26229700626715,-14.853375862767564,-14.853375862767507,59.72222222222222,-28.209681795339332,80.89898784342493,63.864067080838566,171.6123758383494,7.738,90.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
72,73,98.63013698630137,359.30227039181733,-14.305807650887118,-14.30580765088709,50.70422535211268,-39.16257483969271,60.20104134508951,49.120431762360454,165.4391288725377,7.738,90.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E2-E3
72,73,98.63013698630137,624.4781223809175,-35.182624543690565,324.8173754563094,64.78873239436619,-44.05728233794812,0.0,0.0,0.0,7.738,90.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
73,73,100.0,330.374244443625,12.966541706767003,12.966541706766947,58.333333333333336,-28.486765104545626,73.82779666705936,58.89834398023644,168.02369679293207,7.738,90.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
73,73,100.0,274.19878713445223,18.179543218535798,18.17954321853577,61.111111111111114,-28.032801426756805,84.64928357465992,68.1845002976483,174.16694113511676,7.738,90.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
72,73,98.63013698630137,292.75335268625764,22.476191199511646,22.476191199511618,59.15492957746479,-39.16257483969271,77.87528823448892,64.0987375265922,169.81438089420027,7.738,90.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E3-E4
73,73,100.0,359.70719531065436,18.828193561985984,18.828193561986012,52.77777777777778,-27.911475689757964,0.0,0.0,0.0,7.738,90.0,0.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E4-E1
73,73,100.0,602.6157667063594,-19.983313428387504,340.0166865716126,50.0,-24.948054472949902,51.588015096048174,37.397546659915406,171.32598624673915,7.738,90.0,45.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E4-E1
72,73,98.63013698630137,325.54575123142286,-20.0232093896621,-20.0232093896621,54.929577464788736,-45.326063963028446,65.7105915737243,47.34128096508759,179.3712054328024,7.738,90.0,90.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E4-E1
73,73,100.0,597.8791781022542,-19.693971564451658,340.30602843554834,51.388888888888886,-28.482575241034965,67.45586574327936,50.644923026818915,175.5564452109587,7.738,90.0,135.0,x_only_a_port,仅使用 A 口，全局 X 极化通道。,E4-E1
