case,active_pol,freq_ghz,theta_deg,phi_deg,linear_pol_deg,baseline,left_source,right_source,left_mag,right_mag,pdoa_deg,left_mag_rel_db,right_mag_rel_db,valid,phase_error_vs_pol0_deg,reference_phase_slope_deg_per_az_deg,azimuth_error_equiv_deg,pdoa_unwrapped_deg
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,325.000000,135.000000,E3-E4,P3A,P4A,3151.431207,2111.690942,-151.351601,-0.798931,-4.276480,True,-21.269929,-0.087574,nan,-511.351601
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,330.000000,135.000000,E3-E4,P3A,P4A,3282.963144,2215.416997,-152.776769,-0.443767,-3.859978,True,-21.902340,-0.234653,nan,-512.776769
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,335.000000,135.000000,E3-E4,P3A,P4A,3374.721753,2281.514011,-154.605112,-0.204328,-3.604625,True,-22.176909,-0.372471,nan,-514.605112
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,340.000000,135.000000,E3-E4,P3A,P4A,3429.528127,2303.753302,-156.771767,-0.064400,-3.520368,True,-22.172625,-0.454458,nan,-516.771767
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,345.000000,135.000000,E3-E4,P3A,P4A,3453.686699,2279.542500,-159.123084,-0.003429,-3.612134,True,-22.150305,-0.427469,nan,-519.123084
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,350.000000,135.000000,E3-E4,P3A,P4A,3455.050315,2211.094425,-161.417887,0.000000,-3.876942,True,-22.544055,-0.259053,nan,-521.417887
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,355.000000,135.000000,E3-E4,P3A,P4A,3440.555638,2106.310454,-163.345985,-0.036516,-4.298640,True,-23.782678,0.028406,nan,-523.345985
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,360.000000,135.000000,E3-E4,P3A,P4A,3414.086838,1978.696161,-164.580066,-0.103596,-4.841505,True,-25.990296,0.194707,nan,-524.580066
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,0.000000,0.000000,E4-E1,P4A,P1A,1790.926526,3404.861770,-88.787228,-5.725652,-0.145218,True,0.000000,-3.936407,-0.000000,-88.787228
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,5.000000,0.000000,E4-E1,P4A,P1A,1745.085509,3446.428334,-108.469262,-5.950873,-0.039822,True,0.000000,-3.900777,-0.000000,-108.469262
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,10.000000,0.000000,E4-E1,P4A,P1A,1719.156240,3462.265465,-127.794998,-6.080900,0.000000,True,0.000000,-3.760397,-0.000000,-127.794998
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,15.000000,0.000000,E4-E1,P4A,P1A,1708.749590,3449.700030,-146.073227,-6.133639,-0.031581,True,0.000000,-3.509494,-0.000000,-146.073227
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,20.000000,0.000000,E4-E1,P4A,P1A,1703.060253,3408.007011,-162.889938,-6.162607,-0.137198,True,0.000000,-3.204854,-0.000000,-162.889938
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,25.000000,0.000000,E4-E1,P4A,P1A,1689.801561,3338.496841,-178.121767,-6.230493,-0.316188,True,0.000000,-2.892446,-0.000000,-178.121767
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,30.000000,0.000000,E4-E1,P4A,P1A,1658.941789,3243.691159,168.185606,-6.390584,-0.566417,True,0.000000,-2.593207,-0.000000,-191.814394
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,35.000000,0.000000,E4-E1,P4A,P1A,1604.424472,3126.441162,155.946163,-6.680822,-0.886202,True,0.000000,-2.308278,-0.000000,-204.053837
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,40.000000,0.000000,E4-E1,P4A,P1A,1524.533193,2989.788002,145.102829,-7.124470,-1.274399,True,0.000000,-2.030477,-0.000000,-214.897171
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,45.000000,0.000000,E4-E1,P4A,P1A,1421.527671,2837.610921,135.641390,-7.732101,-1.728150,True,0.000000,-1.752474,-0.000000,-224.358610
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,50.000000,0.000000,E4-E1,P4A,P1A,1300.776476,2675.384977,127.578088,-8.503154,-2.239482,True,0.000000,-1.469793,-0.000000,-232.421912
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,55.000000,0.000000,E4-E1,P4A,P1A,1169.512052,2510.282029,120.943461,-9.427113,-2.792757,True,0.000000,-1.180708,-0.000000,-239.056539
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,60.000000,0.000000,E4-E1,P4A,P1A,1035.451780,2350.376730,115.771006,-10.484610,-3.364458,True,0.000000,-0.885285,-0.000000,-244.228994
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,65.000000,0.000000,E4-E1,P4A,P1A,905.596609,2203.338430,112.090608,-11.648512,-3.925583,True,0.000000,-0.584634,-0.000000,-247.909392
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,70.000000,0.000000,E4-E1,P4A,P1A,785.437154,2075.235141,109.924666,-12.884978,-4.445861,True,0.000000,-0.280432,nan,-250.075334
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,75.000000,0.000000,E4-E1,P4A,P1A,678.638849,1969.895282,109.286291,-14.154433,-4.898344,True,0.000000,0.025617,nan,-250.713709
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,80.000000,0.000000,E4-E1,P4A,P1A,587.147894,1888.915983,110.180832,-15.412257,-5.262954,True,0.000000,0.332538,nan,-249.819168
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,85.000000,0.000000,E4-E1,P4A,P1A,511.601205,1832.131150,112.611668,-16.608576,-5.528076,True,0.000000,0.640399,0.000000,-247.388332
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,90.000000,0.000000,E4-E1,P4A,P1A,451.911158,1798.257933,116.584820,-17.686146,-5.690168,True,0.000000,0.948100,0.000000,-243.415180
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,95.000000,0.000000,E4-E1,P4A,P1A,407.879065,1785.480640,122.092664,-18.576579,-5.752104,True,0.000000,1.246293,0.000000,-237.907336
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,100.000000,0.000000,E4-E1,P4A,P1A,379.636616,1791.814940,129.047746,-19.199845,-5.721344,True,0.000000,1.508000,0.000000,-230.952254
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,105.000000,0.000000,E4-E1,P4A,P1A,367.654548,1815.170385,137.172668,-19.478408,-5.608859,True,0.000000,1.690338,0.000000,-222.827332
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,110.000000,0.000000,E4-E1,P4A,P1A,372.150642,1853.108204,145.951131,-19.372832,-5.429192,True,0.000000,1.760431,0.000000,-214.048869
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,115.000000,0.000000,E4-E1,P4A,P1A,392.138131,1902.411408,154.776982,-18.918426,-5.201118,True,0.000000,1.727758,0.000000,-205.223018
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,120.000000,0.000000,E4-E1,P4A,P1A,424.781655,1958.730583,163.228714,-18.223892,-4.947713,True,0.000000,1.642610,0.000000,-196.771286
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,125.000000,0.000000,E4-E1,P4A,P1A,465.576971,2016.622868,171.203085,-17.427377,-4.694714,True,0.000000,1.558853,0.000000,-188.796915
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,130.000000,0.000000,E4-E1,P4A,P1A,509.357791,2070.115561,178.817241,-16.646748,-4.467315,True,0.000000,1.503295,0.000000,-181.182759
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,135.000000,0.000000,E4-E1,P4A,P1A,551.857166,2113.535176,-173.763966,-15.950674,-4.287018,True,0.000000,1.475821,0.000000,-173.763966
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,140.000000,0.000000,E4-E1,P4A,P1A,591.361279,2142.088086,-166.424545,-15.350150,-4.170461,True,0.000000,1.467447,0.000000,-166.424545
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,145.000000,0.000000,E4-E1,P4A,P1A,629.692428,2151.937269,-159.089498,-14.804638,-4.130615,True,0.000000,1.475027,0.000000,-159.089498
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,150.000000,0.000000,E4-E1,P4A,P1A,671.722726,2140.157299,-151.674277,-14.243406,-4.178293,True,0.000000,1.500208,0.000000,-151.674277
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,155.000000,0.000000,E4-E1,P4A,P1A,723.244303,2105.210516,-144.087422,-13.601507,-4.321297,True,0.000000,1.535637,0.000000,-144.087422
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,160.000000,0.000000,E4-E1,P4A,P1A,788.030179,2047.943240,-136.317911,-12.856350,-4.560849,True,0.000000,1.558712,0.000000,-136.317911
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,165.000000,0.000000,E4-E1,P4A,P1A,865.475613,1972.172264,-128.500306,-12.042111,-4.888310,True,0.000000,1.548210,0.000000,-128.500306
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,170.000000,0.000000,E4-E1,P4A,P1A,949.994340,1883.926578,-120.835808,-11.232787,-5.285928,True,0.000000,1.508679,0.000000,-120.835808
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,175.000000,0.000000,E4-E1,P4A,P1A,1032.694872,1789.555246,-113.413515,-10.507767,-5.732305,True,0.000000,1.475195,0.000000,-113.413515
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,180.000000,0.000000,E4-E1,P4A,P1A,1104.803320,1694.064054,-106.083863,-9.921508,-6.208611,True,0.000000,1.494098,0.000000,-106.083863
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,185.000000,0.000000,E4-E1,P4A,P1A,1161.202900,1600.950563,-98.472535,-9.489045,-6.699649,True,0.000000,1.596471,0.000000,-98.472535
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,190.000000,0.000000,E4-E1,P4A,P1A,1202.350059,1513.409497,-90.119150,-9.186589,-7.188078,True,0.000000,1.779969,0.000000,-90.119150
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,195.000000,0.000000,E4-E1,P4A,P1A,1233.773158,1435.345095,-80.672843,-8.962501,-7.648081,True,0.000000,2.005684,0.000000,-80.672843
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,200.000000,0.000000,E4-E1,P4A,P1A,1263.420673,1370.684937,-70.062314,-8.756248,-8.048454,True,0.000000,2.211770,0.000000,-70.062314
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,205.000000,0.000000,E4-E1,P4A,P1A,1297.910394,1321.183792,-58.555139,-8.522313,-8.367943,True,0.000000,2.340614,0.000000,-58.555139
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,210.000000,0.000000,E4-E1,P4A,P1A,1339.401656,1284.561831,-46.656170,-8.248991,-8.612107,True,0.000000,2.365746,0.000000,-46.656170
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,215.000000,0.000000,E4-E1,P4A,P1A,1384.771674,1254.747063,-34.897683,-7.959644,-8.816084,True,0.000000,2.299958,0.000000,-34.897683
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,220.000000,0.000000,E4-E1,P4A,P1A,1427.360790,1224.333783,-23.656587,-7.696532,-9.029211,True,0.000000,2.181078,0.000000,-23.656587
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,225.000000,0.000000,E4-E1,P4A,P1A,1459.899241,1187.749671,-13.086907,-7.500750,-9.292709,True,0.000000,2.050744,0.000000,-13.086907
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,230.000000,0.000000,E4-E1,P4A,P1A,1476.951152,1143.352840,-3.149145,-7.399885,-9.623602,True,0.000000,1.940856,0.000000,-3.149145
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,235.000000,0.000000,E4-E1,P4A,P1A,1476.092011,1093.666275,6.321651,-7.404939,-10.009511,True,0.000000,1.869023,0.000000,6.321651
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,240.000000,0.000000,E4-E1,P4A,P1A,1457.919731,1044.159251,15.541081,-7.512535,-10.411872,True,0.000000,1.837480,0.000000,15.541081
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,245.000000,0.000000,E4-E1,P4A,P1A,1425.382052,1001.534243,24.696450,-7.708582,-10.773891,True,0.000000,1.832296,0.000000,24.696450
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,250.000000,0.000000,E4-E1,P4A,P1A,1382.898621,972.270522,33.864042,-7.971400,-11.031465,True,0.000000,1.824608,0.000000,33.864042
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,255.000000,0.000000,E4-E1,P4A,P1A,1335.584174,961.668998,42.942529,-8.273782,-11.126695,True,0.000000,1.777550,0.000000,42.942529
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,260.000000,0.000000,E4-E1,P4A,P1A,1288.688732,973.328479,51.639539,-8.584247,-11.022019,True,0.000000,1.658965,0.000000,51.639539
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,265.000000,0.000000,E4-E1,P4A,P1A,1247.238802,1008.988664,59.532180,-8.868215,-10.709482,True,0.000000,1.453376,0.000000,59.532180
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,270.000000,0.000000,E4-E1,P4A,P1A,1215.808865,1068.742193,66.173296,-9.089901,-10.209748,True,0.000000,1.165269,0.000000,66.173296
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,275.000000,0.000000,E4-E1,P4A,P1A,1198.353387,1151.511503,71.184867,-9.215509,-9.561842,True,0.000000,0.813114,0.000000,71.184867
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,280.000000,0.000000,E4-E1,P4A,P1A,1198.051148,1255.532303,74.304440,-9.217700,-8.810649,True,0.000000,0.420773,nan,74.304440
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,285.000000,0.000000,E4-E1,P4A,P1A,1217.131894,1378.616715,75.392596,-9.080454,-7.998336,True,0.000000,0.011812,nan,75.392596
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,290.000000,0.000000,E4-E1,P4A,P1A,1256.669367,1518.157504,74.422558,-8.802787,-7.160871,True,0.000000,-0.393041,nan,74.422558
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,295.000000,0.000000,E4-E1,P4A,P1A,1316.349059,1671.000738,71.462189,-8.399786,-6.327674,True,0.000000,-0.777247,-0.000000,71.462189
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,300.000000,0.000000,E4-E1,P4A,P1A,1394.258179,1833.369634,66.650087,-7.900343,-5.522207,True,0.000000,-1.129394,-0.000000,66.650087
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,305.000000,0.000000,E4-E1,P4A,P1A,1486.776307,2000.987056,60.168247,-7.342295,-4.762322,True,0.000000,-1.443443,-0.000000,60.168247
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,310.000000,0.000000,E4-E1,P4A,P1A,1588.636886,2169.456363,52.215657,-6.766714,-4.060189,True,0.000000,-1.718333,-0.000000,52.215657
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,315.000000,0.000000,E4-E1,P4A,P1A,1693.179744,2334.834934,42.984920,-6.213146,-3.422084,True,0.000000,-1.957501,-0.000000,42.984920
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,320.000000,0.000000,E4-E1,P4A,P1A,1792.760466,2494.189114,32.640643,-5.716762,-2.848620,True,0.000000,-2.168709,-0.000000,32.640643
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,325.000000,0.000000,E4-E1,P4A,P1A,1879.278461,2645.828360,21.297833,-5.307385,-2.335974,True,0.000000,-2.363866,-0.000000,21.297833
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,330.000000,0.000000,E4-E1,P4A,P1A,1944.861128,2789.006934,9.001987,-5.009435,-1.878215,True,0.000000,-2.558009,-0.000000,9.001987
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,335.000000,0.000000,E4-E1,P4A,P1A,1982.847979,2923.198803,-4.282253,-4.841419,-1.470040,True,0.000000,-2.766518,-0.000000,-4.282253
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,340.000000,0.000000,E4-E1,P4A,P1A,1989.217995,3047.397775,-18.663195,-4.813560,-1.108624,True,0.000000,-3.000194,-0.000000,-18.663195
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,345.000000,0.000000,E4-E1,P4A,P1A,1964.349880,3159.903553,-34.284190,-4.922830,-0.793731,True,0.000000,-3.258609,-0.000000,-34.284190
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,350.000000,0.000000,E4-E1,P4A,P1A,1914.478011,3258.589331,-51.249281,-5.146200,-0.526615,True,0.000000,-3.523216,-0.000000,-51.249281
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,355.000000,0.000000,E4-E1,P4A,P1A,1851.642713,3341.139031,-69.516350,-5.436063,-0.309316,True,0.000000,-3.753795,-0.000000,-69.516350
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,360.000000,0.000000,E4-E1,P4A,P1A,1790.926526,3404.861770,-88.787228,-5.725652,-0.145218,True,0.000000,-3.854176,-0.000000,-88.787228
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,0.000000,45.000000,E4-E1,P4A,P1A,2076.209307,2253.067587,-163.116611,-4.441785,-3.731723,True,-74.329383,-3.936407,18.882546,-163.116611
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,5.000000,45.000000,E4-E1,P4A,P1A,2120.414505,2317.101392,-179.091264,-4.258792,-3.488307,True,-70.622002,-3.900777,18.104599,-179.091264
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,10.000000,45.000000,E4-E1,P4A,P1A,2154.937552,2365.128649,165.457015,-4.118513,-3.310112,True,-66.747987,-3.760397,17.750252,-194.542985
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,15.000000,45.000000,E4-E1,P4A,P1A,2177.592799,2391.835745,150.686365,-4.027674,-3.212580,True,-63.240408,-3.509494,18.019808,-209.313635
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,20.000000,45.000000,E4-E1,P4A,P1A,2186.652247,2394.729392,136.662780,-3.991613,-3.202078,True,-60.447281,-3.204854,18.861166,-223.337220
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,25.000000,45.000000,E4-E1,P4A,P1A,2180.501925,2373.971426,123.423711,-4.016078,-3.277698,True,-58.454522,-2.892446,20.209377,-236.576289
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,30.000000,45.000000,E4-E1,P4A,P1A,2157.150913,2331.357049,111.025219,-4.109597,-3.435031,True,-57.160387,-2.593207,22.042354,-248.974781
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,35.000000,45.000000,E4-E1,P4A,P1A,2114.375164,2269.320901,99.559790,-4.283566,-3.669289,True,-56.386372,-2.308278,24.427898,-260.440210
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,40.000000,45.000000,E4-E1,P4A,P1A,2050.548648,2190.559544,89.152641,-4.549806,-3.976106,True,-55.950189,-2.030477,27.555191,-270.847359
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,45.000000,45.000000,E4-E1,P4A,P1A,1965.596547,2098.237572,79.950187,-4.917320,-4.350114,True,-55.691203,-1.752474,31.778617,-280.049813
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,50.000000,45.000000,E4-E1,P4A,P1A,1861.479305,1996.325289,72.109990,-5.390043,-4.782581,True,-55.468099,-1.469793,37.738719,-287.890010
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,55.000000,45.000000,E4-E1,P4A,P1A,1742.005104,1889.638299,65.794974,-5.966219,-5.259634,True,-55.148487,-1.180708,46.707974,-294.205026
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,60.000000,45.000000,E4-E1,P4A,P1A,1612.156431,1783.468637,61.170729,-6.639064,-5.761898,True,-54.600278,-0.885285,61.675344,-298.829271
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,65.000000,45.000000,E4-E1,P4A,P1A,1477.270219,1683.001032,58.403473,-7.398008,-6.265520,True,-53.687135,-0.584634,91.830324,-301.596527
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,70.000000,45.000000,E4-E1,P4A,P1A,1342.349226,1592.802128,57.656572,-8.229897,-6.743971,True,-52.268094,-0.280432,nan,-302.343428
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,75.000000,45.000000,E4-E1,P4A,P1A,1211.635244,1516.569043,59.084470,-9.119769,-7.169964,True,-50.201820,0.025617,nan,-300.915530
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,80.000000,45.000000,E4-E1,P4A,P1A,1088.453005,1457.150442,62.824870,-10.051014,-7.517119,True,-47.355961,0.332538,nan,-297.175130
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,85.000000,45.000000,E4-E1,P4A,P1A,975.282605,1416.721335,68.992807,-11.004598,-7.761519,True,-43.618861,0.640399,-68.112026,-291.007193
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,90.000000,45.000000,E4-E1,P4A,P1A,874.030432,1396.952966,77.682040,-11.956676,-7.883572,True,-38.902780,0.948100,-41.032374,-282.317960
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,95.000000,45.000000,E4-E1,P4A,P1A,786.502757,1399.063014,88.974294,-12.873202,-7.870462,True,-33.118370,1.246293,-26.573510,-271.025706
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,100.000000,45.000000,E4-E1,P4A,P1A,715.068306,1423.713964,102.936876,-13.700257,-7.718752,True,-26.110871,1.508000,-17.314896,-257.063124
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,105.000000,45.000000,E4-E1,P4A,P1A,663.311582,1470.794738,119.554676,-14.352856,-7.436166,True,-17.617992,1.690338,-10.422760,-240.445324
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,110.000000,45.000000,E4-E1,P4A,P1A,636.053396,1539.141793,138.542250,-14.717336,-7.041635,True,-7.408882,1.760431,-4.208560,-221.457750
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,115.000000,45.000000,E4-E1,P4A,P1A,637.831970,1626.248077,159.133722,-14.693082,-6.563471,True,4.356740,1.727758,2.521614,-200.866278
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,120.000000,45.000000,E4-E1,P4A,P1A,669.966136,1728.016510,-179.811325,-14.266150,-6.036250,True,16.959961,1.642610,10.325006,-179.811325
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,125.000000,45.000000,E4-E1,P4A,P1A,728.498917,1838.648997,-159.277452,-13.538629,-5.497231,True,29.519463,1.558853,18.936659,-159.277452
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,130.000000,45.000000,E4-E1,P4A,P1A,805.082899,1950.774476,-139.670514,-12.670395,-4.983066,True,41.512245,1.503295,27.614173,-139.670514
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,135.000000,45.000000,E4-E1,P4A,P1A,889.835545,2055.877934,-120.893603,-11.801012,-4.527261,True,52.870363,1.475821,35.824364,-120.893603
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,140.000000,45.000000,E4-E1,P4A,P1A,974.070564,2145.041915,-102.669541,-11.015399,-4.158492,True,63.755004,1.467447,43.446212,-102.669541
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,145.000000,45.000000,E4-E1,P4A,P1A,1051.816854,2209.995118,-84.794002,-10.348405,-3.899381,True,74.295496,1.475027,50.368913,-84.794002
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,150.000000,45.000000,E4-E1,P4A,P1A,1119.702992,2244.398295,-67.243359,-9.805151,-3.765209,True,84.430918,1.500208,56.279490,-67.243359
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,155.000000,45.000000,E4-E1,P4A,P1A,1175.383224,2245.075339,-50.159264,-9.383618,-3.762589,True,93.928158,1.535637,61.165615,-50.159264
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,160.000000,45.000000,E4-E1,P4A,P1A,1215.816362,2212.637966,-33.743129,-9.089848,-3.889000,True,102.574782,1.558712,65.807415,-33.743129
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,165.000000,45.000000,E4-E1,P4A,P1A,1237.209670,2151.024670,-18.122986,-8.938341,-4.134299,True,110.377320,1.548210,71.293492,-18.122986
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,170.000000,45.000000,E4-E1,P4A,P1A,1237.102957,2066.069881,-3.274269,-8.939090,-4.484307,True,117.561539,1.508679,77.923488,-3.274269
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,175.000000,45.000000,E4-E1,P4A,P1A,1217.000980,1963.940907,10.959168,-9.081389,-4.924639,True,124.372683,1.475195,84.309345,10.959168
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,180.000000,45.000000,E4-E1,P4A,P1A,1183.331510,1850.396907,24.751844,-9.325079,-5.441909,True,130.835707,1.494098,87.568355,24.751844
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,185.000000,45.000000,E4-E1,P4A,P1A,1145.756046,1731.074279,38.137895,-9.605364,-6.020893,True,136.610430,1.596471,85.570240,38.137895
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,190.000000,45.000000,E4-E1,P4A,P1A,1113.757912,1612.006894,50.887824,-9.851391,-6.639869,True,141.006973,1.779969,79.218774,50.887824
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,195.000000,45.000000,E4-E1,P4A,P1A,1093.549157,1499.332915,62.512222,-10.010441,-7.269246,True,143.185065,2.005684,71.389656,62.512222
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,200.000000,45.000000,E4-E1,P4A,P1A,1086.827517,1397.991461,72.418832,-10.063995,-7.877117,True,142.481146,2.211770,64.419500,72.418832
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,205.000000,45.000000,E4-E1,P4A,P1A,1091.314328,1310.334371,80.139883,-10.028210,-8.439565,True,138.695021,2.340614,59.255820,80.139883
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,210.000000,45.000000,E4-E1,P4A,P1A,1102.039628,1235.704428,85.497425,-9.943263,-8.948915,True,132.153595,2.365746,55.861289,85.497425
A_ON_absorptive_50ohm_c0p08pf,A,8.000000,45.000000,215.000000,45.000000,E4-E1,P4A,P1A,1112.701676,1171.180976,88.621920,-9.859632,-9.414727,True,123.519603,2.299958,53.705149,88.621920
