case,active_pol,freq_ghz,theta_deg,linear_pol_deg,baseline,valid_count,total_count,valid_percent,pdoa_span_unwrapped_deg,phase_error_rms_deg,phase_error_mean_abs_deg,phase_error_p95_abs_deg,phase_error_max_abs_deg,azimuth_error_rms_equiv_deg,azimuth_error_p95_abs_equiv_deg,azimuth_error_max_abs_equiv_deg,azimuth_error_sample_count
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,135.000000,E2-E4,73,73,100.000000,484.642689,59.221824,50.893771,103.374367,109.102694,23.849200,40.653183,61.780914,69
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,0.000000,E1-E2,73,73,100.000000,86.703044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,45.000000,E1-E2,73,73,100.000000,111.860766,13.530370,11.704480,27.896371,29.404164,17.042490,30.552508,34.824777,44
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,90.000000,E1-E2,72,73,98.630137,488.784428,67.214938,60.543397,123.069442,167.985841,77.506617,128.010351,181.344056,44
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,135.000000,E1-E2,73,73,100.000000,89.924343,14.351150,12.577717,27.932232,29.515412,18.770350,34.651446,44.075178,44
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,0.000000,E2-E3,73,73,100.000000,312.639949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,45.000000,E2-E3,73,73,100.000000,380.075243,69.874679,63.403986,111.662135,114.072900,42.022722,58.591945,112.178599,65
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,90.000000,E2-E3,72,73,98.630137,660.823032,134.179541,129.797135,173.733614,179.768473,84.141544,141.091810,200.599611,64
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,135.000000,E2-E3,73,73,100.000000,420.310078,69.241944,62.967900,116.231942,119.531843,43.201500,77.206608,100.546275,65
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,0.000000,E3-E4,73,73,100.000000,140.209027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,45.000000,E3-E4,73,73,100.000000,210.517520,30.218014,25.696400,57.591582,61.070420,37.053853,86.745178,112.911999,59
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,90.000000,E3-E4,73,73,100.000000,391.443878,70.519526,58.996638,143.154537,171.475459,84.631003,198.587511,272.622898,59
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,135.000000,E3-E4,73,73,100.000000,98.012454,40.727434,34.671259,74.545869,75.110804,51.072445,95.623559,131.571638,59
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,0.000000,E4-E1,73,73,100.000000,364.676355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,45.000000,E4-E1,73,73,100.000000,367.115219,45.027571,38.812870,72.659303,74.884329,24.523487,41.439117,72.016131,68
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,90.000000,E4-E1,73,73,100.000000,300.082070,137.876489,131.186244,178.087917,178.344876,85.873210,149.360325,330.640067,68
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,60.000000,135.000000,E4-E1,73,73,100.000000,462.982583,65.174720,54.395705,115.660593,121.275164,31.851705,58.940958,90.502444,68
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,0.000000,E1-E3,73,73,100.000000,133.993362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,45.000000,E1-E3,73,73,100.000000,207.293401,73.932395,67.393519,100.715323,102.084428,89.205556,150.545318,165.213062,53
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,90.000000,E1-E3,73,73,100.000000,421.093041,138.405882,134.626654,173.530358,177.892069,168.226869,244.377729,266.917761,53
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,135.000000,E1-E3,73,73,100.000000,315.046799,69.321257,61.413954,126.030744,133.341536,81.810474,143.751682,189.060773,53
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,0.000000,E2-E4,73,73,100.000000,473.516149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,45.000000,E2-E4,73,73,100.000000,479.549401,37.807457,34.475059,61.632364,63.835652,13.845055,18.763371,27.650837,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,90.000000,E2-E4,73,73,100.000000,437.678834,146.388932,140.485082,178.132916,179.230812,72.256437,140.763487,259.260556,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,135.000000,E2-E4,73,73,100.000000,487.215918,37.456308,34.745602,55.509003,57.672167,14.077344,21.287464,28.592398,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,0.000000,E1-E2,73,73,100.000000,149.367894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,45.000000,E1-E2,73,73,100.000000,158.798528,16.304212,13.713212,30.197294,32.975847,15.069672,38.652862,51.372777,51
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,90.000000,E1-E2,73,73,100.000000,394.701239,78.577763,69.600667,150.853340,171.293896,75.039605,146.533204,226.895826,51
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,135.000000,E1-E2,73,73,100.000000,138.873539,12.132411,10.871212,20.638670,23.282295,14.481292,31.236815,41.541339,51
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,0.000000,E2-E3,73,73,100.000000,274.443346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,45.000000,E2-E3,73,73,100.000000,337.715864,81.949141,73.781920,125.167245,128.110092,69.059168,142.892908,218.535700,63
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,90.000000,E2-E3,73,73,100.000000,588.649262,140.921159,136.644051,177.935867,179.511684,129.861454,292.494412,342.196438,63
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,135.000000,E2-E3,73,73,100.000000,405.780940,61.078065,54.137853,106.192432,111.231397,59.611837,124.900423,220.298172,63
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,0.000000,E3-E4,73,73,100.000000,207.044444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,45.000000,E3-E4,73,73,100.000000,268.117154,46.189637,40.797881,76.737849,80.881885,40.222502,57.348268,74.719534,64
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,90.000000,E3-E4,73,73,100.000000,720.000000,75.285264,61.270206,159.807423,175.031563,65.656797,147.993143,211.934680,64
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,135.000000,E3-E4,73,73,100.000000,165.301814,31.811013,25.761889,68.265745,70.942806,26.030927,43.649002,76.991075,64
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,0.000000,E4-E1,73,73,100.000000,326.855768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,45.000000,E4-E1,73,73,100.000000,326.768097,32.476574,28.802214,47.966647,48.768789,19.021086,33.040577,53.477449,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,90.000000,E4-E1,73,73,100.000000,377.120246,128.871403,121.847539,170.585862,178.503669,75.455533,121.392643,219.728335,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,75.000000,135.000000,E4-E1,73,73,100.000000,378.765372,45.188479,41.043375,66.208341,68.555229,25.177712,39.395110,68.274617,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,0.000000,E1-E3,73,73,100.000000,24.470098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,45.000000,E1-E3,73,73,100.000000,226.573329,83.764104,76.260320,132.853543,137.940943,129.588046,160.573785,160.573785,8
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,90.000000,E1-E3,73,73,100.000000,105.208991,156.201799,155.806102,173.207035,179.484313,231.433012,306.367422,306.367422,8
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,135.000000,E1-E3,73,73,100.000000,226.743271,76.317465,67.568770,123.379706,124.468661,115.438767,149.514130,149.514130,8
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,0.000000,E2-E4,73,73,100.000000,478.422794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,45.000000,E2-E4,73,73,100.000000,463.717659,49.050123,45.073654,78.860630,81.938391,21.170765,40.430727,60.605523,68
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,90.000000,E2-E4,72,73,98.630137,451.456646,140.443803,136.511385,172.988535,179.794029,72.355928,139.906204,220.646909,67
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,135.000000,E2-E4,73,73,100.000000,478.213200,33.302832,29.948210,51.922257,53.084227,12.870527,18.350566,33.935663,68
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,0.000000,E1-E2,73,73,100.000000,221.140949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,45.000000,E1-E2,73,73,100.000000,197.911315,19.245148,15.599109,42.466252,48.059053,16.907848,45.652661,51.357390,59
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,90.000000,E1-E2,72,73,98.630137,273.446889,51.335399,46.417530,96.570895,131.803338,59.702970,153.008005,209.669001,58
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,135.000000,E1-E2,73,73,100.000000,192.283033,26.667164,20.981203,56.356704,60.555867,22.471888,55.585488,82.403484,59
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,0.000000,E2-E3,73,73,100.000000,231.395290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,45.000000,E2-E3,73,73,100.000000,250.578243,96.959836,88.990039,153.838567,161.001596,80.362333,159.086807,260.128844,60
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,90.000000,E2-E3,72,73,98.630137,282.086065,131.853921,128.745617,174.247539,176.613635,104.425902,193.033815,232.236817,59
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,135.000000,E2-E3,73,73,100.000000,364.614326,53.814200,48.354732,78.968203,84.547353,44.156870,90.169095,123.503415,60
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,0.000000,E3-E4,73,73,100.000000,283.392917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,45.000000,E3-E4,73,73,100.000000,373.761762,56.114655,46.983113,112.450557,121.179682,42.176091,78.552619,118.735765,66
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,90.000000,E3-E4,73,73,100.000000,720.000000,80.119255,63.477853,157.375623,173.119146,70.439799,166.380621,334.170045,66
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,135.000000,E3-E4,73,73,100.000000,213.373121,34.873909,29.732399,57.221136,58.563997,28.250723,55.963962,97.524845,66
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,0.000000,E4-E1,73,73,100.000000,282.034153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,45.000000,E4-E1,73,73,100.000000,296.344502,37.283404,32.710123,65.261340,66.394898,24.063253,42.530876,47.593567,65
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,90.000000,E4-E1,73,73,100.000000,720.000000,136.258047,126.850530,176.810846,179.421156,97.175622,159.494030,300.521293,65
B_ON_absorptive_50ohm_c0p08pf,B,8.000000,90.000000,135.000000,E4-E1,73,73,100.000000,295.387280,55.560985,45.544605,102.613671,105.938336,42.328605,92.382540,115.090724,65
