case,active_pol,off_resistance_ohm,off_capacitance_pf,freq_ghz,phi_deg,linear_pol_deg,channel_set,baseline,valid_percent,pdoa_span_deg,pdoa_start_deg,pdoa_end_deg,mean_abs_slope_deg_per_deg,slope_std_deg_per_deg,monotonic_segment_percent,min_pair_mag_rel_db,rms_bias_vs_pol0_deg,mean_abs_bias_vs_pol0_deg,max_abs_bias_vs_pol0_deg,valid_count,total_count
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,135.000000,B_feed_only,E1-E3,100.000000,360.000000,62.553517,422.553517,1.882017,2.906583,81.944444,-29.558302,79.004814,63.404710,175.060639,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,0.000000,B_feed_only,E2-E4,100.000000,454.717277,170.066116,170.066116,2.526207,3.278484,61.111111,-24.557439,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,45.000000,B_feed_only,E2-E4,100.000000,505.790609,-153.539797,-153.539797,2.809948,3.765577,61.111111,-29.624097,49.556161,39.034472,141.799030,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,90.000000,B_feed_only,E2-E4,98.630137,610.430484,-118.475885,-118.475885,3.224077,3.806049,53.521127,-38.228445,70.066117,64.991874,116.492771,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,135.000000,B_feed_only,E2-E4,100.000000,637.445726,-126.164277,-486.164277,2.743271,3.161762,52.777778,-25.047778,71.128392,58.057990,173.914126,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,0.000000,B_feed_only,E1-E2,98.630137,456.843807,4.787911,364.787911,1.321500,2.946352,56.338028,-38.250652,0.000000,0.000000,0.000000,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,45.000000,B_feed_only,E1-E2,100.000000,153.117525,-3.962056,-3.962056,0.961882,1.558283,69.444444,-23.458843,41.581663,25.704771,170.707942,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,90.000000,B_feed_only,E1-E2,98.630137,423.907560,-8.369069,-368.369069,1.468118,2.574587,73.239437,-36.781605,54.103163,32.986209,178.850815,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,135.000000,B_feed_only,E1-E2,100.000000,127.837995,-1.888178,-1.888178,1.043327,1.754470,56.944444,-24.969603,29.137502,17.264137,149.982920,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,0.000000,B_feed_only,E2-E3,100.000000,428.226594,21.868915,21.868915,2.379037,3.296916,63.888889,-24.557439,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,45.000000,B_feed_only,E2-E3,100.000000,407.436795,26.523175,26.523175,2.263538,2.863916,58.333333,-23.313290,47.964365,29.555680,153.966025,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,90.000000,B_feed_only,E2-E3,98.630137,449.123339,57.717042,57.717042,2.379311,3.094539,50.704225,-38.728323,83.065476,64.318582,167.709936,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,135.000000,B_feed_only,E2-E3,100.000000,360.000000,64.441694,424.441694,1.976791,2.533739,68.055556,-29.629614,79.426943,63.852258,177.500498,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,0.000000,B_feed_only,E3-E4,100.000000,171.246589,148.197201,148.197201,0.969688,1.344273,68.055556,-16.891841,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,45.000000,B_feed_only,E3-E4,100.000000,184.896200,179.937027,179.937027,1.055335,2.065191,73.611111,-29.624097,61.482093,46.552009,173.246620,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,90.000000,B_feed_only,E3-E4,100.000000,294.082771,-176.192926,-176.192926,1.646080,2.373345,63.888889,-30.677666,97.838308,79.958970,177.825419,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,135.000000,B_feed_only,E3-E4,100.000000,746.508643,169.394029,-550.605971,2.162075,2.732436,72.222222,-28.408392,75.039270,59.592901,174.637163,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,0.000000,B_feed_only,E4-E1,98.630137,360.000000,-174.854027,-534.854027,1.664540,2.289877,71.830986,-38.250652,0.000000,0.000000,0.000000,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,45.000000,B_feed_only,E4-E1,100.000000,433.332399,157.501853,157.501853,2.407402,3.267491,65.277778,-29.624097,59.724580,47.057078,168.952012,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,90.000000,B_feed_only,E4-E1,100.000000,698.568171,126.844953,486.844953,2.880934,3.443188,54.166667,-24.218320,77.500677,68.859930,170.506532,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,60.000000,135.000000,B_feed_only,E4-E1,100.000000,556.934637,128.052455,488.052455,2.387540,3.305962,56.944444,-24.976466,66.677622,53.471808,176.557139,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,0.000000,B_feed_only,E1-E3,100.000000,321.125332,13.929702,13.929702,1.784030,2.713368,63.888889,-29.687471,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,45.000000,B_feed_only,E1-E3,94.520548,183.959681,32.224855,32.224855,1.097891,1.592618,52.941176,-38.600755,55.802705,39.779735,147.540456,69,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,90.000000,B_feed_only,E1-E3,100.000000,776.514814,55.751915,-664.248085,2.313971,3.471579,75.000000,-34.584518,96.880947,82.254818,176.837568,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,135.000000,B_feed_only,E1-E3,100.000000,216.725109,59.923784,59.923784,1.543296,2.681049,52.777778,-28.809345,76.896258,63.961920,177.271089,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,0.000000,B_feed_only,E2-E4,100.000000,475.627432,174.959101,174.959101,2.642375,3.146994,58.333333,-20.603944,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,45.000000,B_feed_only,E2-E4,100.000000,511.340352,-137.559762,-137.559762,2.840780,4.439107,58.333333,-33.301825,46.271463,34.432247,157.137443,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,90.000000,B_feed_only,E2-E4,100.000000,772.126057,-114.960621,-474.960621,3.289589,3.825014,51.388889,-25.174229,74.338756,68.869770,172.400556,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,135.000000,B_feed_only,E2-E4,100.000000,515.150962,-151.724199,-151.724199,2.861950,3.162602,59.722222,-24.306926,35.466239,30.482997,58.904592,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,0.000000,B_feed_only,E1-E2,100.000000,208.240001,4.405586,4.405586,1.156889,1.435571,66.666667,-21.305762,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,45.000000,B_feed_only,E1-E2,98.630137,321.085513,-7.740990,-7.740990,1.716807,4.509111,67.605634,-36.487396,37.215110,22.224022,171.754292,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,90.000000,B_feed_only,E1-E2,100.000000,178.573200,-6.675004,-6.675004,1.751709,2.765040,58.333333,-33.472673,38.523004,26.718230,133.963474,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,135.000000,B_feed_only,E1-E2,100.000000,229.980765,0.749521,0.749521,1.407943,1.679621,56.944444,-28.809345,23.834533,18.959138,59.815826,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,0.000000,B_feed_only,E2-E3,100.000000,446.923159,9.524116,9.524116,2.482906,3.300610,62.500000,-27.215565,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,45.000000,B_feed_only,E2-E3,100.000000,363.428982,39.965845,39.965845,2.019050,3.998076,65.277778,-32.730701,53.632040,40.080232,143.987811,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,90.000000,B_feed_only,E2-E3,100.000000,914.286899,62.426919,-657.573081,3.079372,3.714900,59.722222,-30.209024,98.369144,82.676472,179.328731,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,135.000000,B_feed_only,E2-E3,100.000000,376.639132,59.174263,59.174263,2.092440,2.695137,59.722222,-28.124364,81.333133,64.545742,179.142884,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,0.000000,B_feed_only,E3-E4,100.000000,271.623496,165.434985,165.434985,1.525879,2.534928,69.444444,-28.985652,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,45.000000,B_feed_only,E3-E4,100.000000,254.242943,-177.525607,-177.525607,1.423029,1.941661,73.611111,-27.114318,39.003958,27.911360,106.178820,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,90.000000,B_feed_only,E3-E4,100.000000,431.225160,-177.387540,182.612460,2.098830,2.802736,73.611111,-30.209024,72.577059,52.350782,172.713894,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,135.000000,B_feed_only,E3-E4,100.000000,309.300416,149.101538,149.101538,1.761938,2.258956,56.944444,-25.683870,66.063875,54.356127,177.150246,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,0.000000,B_feed_only,E4-E1,100.000000,302.123927,-179.364687,-179.364687,1.678466,2.158756,55.555556,-18.395281,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,45.000000,B_feed_only,E4-E1,94.520548,283.586420,145.300753,145.300753,1.721686,2.214848,64.705882,-39.171878,35.903847,32.076931,78.252533,69,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,90.000000,B_feed_only,E4-E1,100.000000,639.123840,121.635624,481.635624,2.550688,3.571657,50.000000,-33.286423,70.377847,63.862355,173.130988,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,75.000000,135.000000,B_feed_only,E4-E1,100.000000,356.282823,150.974678,150.974678,2.095200,2.737389,52.777778,-28.809345,40.889659,33.470819,96.306477,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,0.000000,B_feed_only,E1-E3,100.000000,213.790928,14.809719,14.809719,1.520146,3.133539,52.777778,-31.923487,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,45.000000,B_feed_only,E1-E3,100.000000,169.115369,41.432356,41.432356,1.071082,1.584079,56.944444,-26.339369,64.433032,42.616638,176.084101,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,90.000000,B_feed_only,E1-E3,100.000000,381.395263,60.414620,-299.585380,1.484058,2.982413,91.666667,-32.821691,76.707363,64.918577,161.424486,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,135.000000,B_feed_only,E1-E3,100.000000,90.263849,47.819456,47.819456,0.938411,1.313882,51.388889,-23.979475,48.463093,37.382805,91.977815,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,0.000000,B_feed_only,E2-E4,100.000000,475.909065,-171.210417,-171.210417,2.643939,3.037399,56.944444,-17.649824,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,45.000000,B_feed_only,E2-E4,98.630137,421.693167,-125.892162,234.107838,2.353909,2.804531,66.197183,-39.104785,42.478484,36.020839,147.501363,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,90.000000,B_feed_only,E2-E4,95.890411,778.738649,-116.228935,-476.228935,3.791651,4.504453,50.724638,-39.271384,80.434757,70.161878,177.215143,70,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,135.000000,B_feed_only,E2-E4,100.000000,524.020522,179.780714,179.780714,2.911225,3.289910,59.722222,-14.700691,27.419831,21.273544,70.823864,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,0.000000,B_feed_only,E1-E2,100.000000,249.912584,1.082478,1.082478,1.388403,1.662441,66.666667,-16.739609,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,45.000000,B_feed_only,E1-E2,98.630137,422.039658,-9.002585,-369.002585,1.733386,2.473133,73.239437,-37.392458,29.138011,18.460173,148.045410,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,90.000000,B_feed_only,E1-E2,100.000000,590.086683,-4.426719,355.573281,2.336007,3.618077,52.777778,-32.643367,39.123198,29.927159,141.438173,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,135.000000,B_feed_only,E1-E2,100.000000,277.197995,3.188129,3.188129,1.570973,1.824840,58.333333,-21.574959,15.708487,11.627958,31.629874,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,0.000000,B_feed_only,E2-E3,100.000000,273.087426,13.727241,13.727241,2.223909,3.473855,58.333333,-30.794053,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,45.000000,B_feed_only,E2-E3,98.630137,360.000000,50.434941,410.434941,1.301889,1.871574,71.830986,-39.359614,69.102920,52.173299,170.386722,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,90.000000,B_feed_only,E2-E3,100.000000,889.373853,64.841339,-655.158661,2.940966,3.792276,58.333333,-31.246490,93.648524,81.208475,175.171770,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,135.000000,B_feed_only,E2-E3,100.000000,304.904129,44.631327,44.631327,1.693912,1.940855,58.333333,-23.092337,54.193911,45.461293,103.511705,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,0.000000,B_feed_only,E3-E4,100.000000,300.492840,175.062342,175.062342,1.865976,3.206823,59.722222,-32.833702,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,45.000000,B_feed_only,E3-E4,100.000000,287.357875,-176.327103,-176.327103,1.642769,2.223621,70.833333,-26.339369,51.401910,30.541644,160.111186,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,90.000000,B_feed_only,E3-E4,95.890411,418.972431,178.929727,178.929727,1.902977,3.094146,60.869565,-39.449708,48.643051,31.763634,151.649351,70,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,135.000000,B_feed_only,E3-E4,100.000000,326.321645,135.149387,135.149387,1.812898,2.057609,55.555556,-19.690395,50.991093,44.034920,109.556735,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,0.000000,B_feed_only,E4-E1,100.000000,246.839118,170.127939,170.127939,1.371328,1.670523,50.000000,-14.407187,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,45.000000,B_feed_only,E4-E1,100.000000,232.654620,134.894747,134.894747,1.520122,1.799224,59.722222,-21.307771,25.073591,20.866810,55.289260,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,90.000000,B_feed_only,E4-E1,95.890411,322.965768,120.655653,120.655653,2.010815,3.272487,50.724638,-39.035864,66.540891,52.842130,165.751176,70,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.738000,90.000000,135.000000,B_feed_only,E4-E1,100.000000,274.797525,177.031157,177.031157,1.526764,1.779005,61.111111,-21.574959,26.937101,22.360481,49.995032,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,0.000000,B_feed_only,E1-E3,100.000000,360.000000,35.531241,395.531241,1.940384,2.075177,69.444444,-26.220992,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,45.000000,B_feed_only,E1-E3,100.000000,431.109203,22.889827,22.889827,2.408075,3.015569,55.555556,-22.834094,81.081349,68.567237,176.227288,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,90.000000,B_feed_only,E1-E3,100.000000,385.265473,46.235453,46.235453,2.210847,2.664684,54.166667,-26.411784,90.813716,68.197396,174.976253,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,135.000000,B_feed_only,E1-E3,100.000000,360.000000,53.088026,413.088026,1.583310,1.710442,68.055556,-22.662793,64.235708,45.666325,162.042653,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,0.000000,B_feed_only,E2-E4,100.000000,388.833950,-153.355592,-153.355592,2.160189,3.386274,54.166667,-32.190937,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,45.000000,B_feed_only,E2-E4,100.000000,499.522034,-152.914539,-152.914539,2.775122,3.490572,59.722222,-21.748038,83.110063,66.722280,178.956880,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,90.000000,B_feed_only,E2-E4,100.000000,541.223213,-119.536185,-119.536185,3.006796,3.348589,52.777778,-22.932987,86.901294,71.507979,177.155977,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,135.000000,B_feed_only,E2-E4,100.000000,540.009572,-105.663524,-465.663524,2.442416,2.962508,58.333333,-24.455275,68.171313,57.425056,143.761396,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,0.000000,B_feed_only,E1-E2,100.000000,377.267957,-12.434502,347.565498,1.335061,2.194628,54.166667,-26.220992,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,45.000000,B_feed_only,E1-E2,100.000000,100.513113,-5.520932,-5.520932,1.105826,1.781928,55.555556,-22.768771,37.893677,25.295254,167.548245,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,90.000000,B_feed_only,E1-E2,100.000000,177.943566,-6.703853,-6.703853,1.483542,2.151020,56.944444,-25.125785,61.559159,41.647532,174.194337,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,135.000000,B_feed_only,E1-E2,100.000000,402.192986,-9.547074,350.452926,1.480277,2.514211,70.833333,-24.455275,50.672808,30.326256,159.280066,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,0.000000,B_feed_only,E2-E3,100.000000,396.526743,47.965743,47.965743,2.202926,2.900669,65.277778,-18.088958,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,45.000000,B_feed_only,E2-E3,100.000000,431.789309,28.410759,28.410759,2.398829,2.720578,51.388889,-13.365298,77.494632,65.461571,157.512235,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,90.000000,B_feed_only,E2-E3,100.000000,460.756182,52.939306,52.939306,2.559757,2.705858,54.166667,-20.320119,95.775772,74.730742,179.018070,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,135.000000,B_feed_only,E2-E3,100.000000,459.364110,62.635100,62.635100,2.552023,3.265817,56.944444,-24.506446,74.218611,54.538280,179.346647,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,0.000000,B_feed_only,E3-E4,100.000000,303.621154,158.678665,158.678665,1.686784,3.123365,62.500000,-29.373218,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,45.000000,B_feed_only,E3-E4,100.000000,128.749197,178.674702,178.674702,0.831357,1.821981,55.555556,-21.843095,77.906269,64.944005,173.317753,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,90.000000,B_feed_only,E3-E4,100.000000,121.899827,-172.475491,-172.475491,0.762742,1.397622,79.166667,-23.771711,102.196779,85.476269,175.382752,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,135.000000,B_feed_only,E3-E4,100.000000,360.000000,-168.298624,-528.298624,1.351154,1.647380,93.055556,-22.662793,94.540868,75.413731,178.482373,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,0.000000,B_feed_only,E4-E1,98.630137,453.808578,165.790094,-194.209906,1.741373,2.633497,73.239437,-35.095256,0.000000,0.000000,0.000000,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,45.000000,B_feed_only,E4-E1,100.000000,543.213313,158.435471,158.435471,3.017852,3.778438,61.111111,-22.768771,93.365577,82.724158,178.450851,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,90.000000,B_feed_only,E4-E1,100.000000,486.060240,126.240038,126.240038,2.743051,3.359777,51.388889,-25.573060,98.803553,84.330250,177.868911,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,45.000000,135.000000,B_feed_only,E4-E1,100.000000,166.726548,115.210598,115.210598,1.434510,1.667378,52.777778,-21.023006,69.469724,56.724951,143.752687,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,0.000000,B_feed_only,E1-E3,100.000000,409.159666,9.549717,9.549717,2.288739,3.437212,50.000000,-28.606087,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,45.000000,B_feed_only,E1-E3,100.000000,342.530408,34.415652,34.415652,1.902947,2.304607,50.000000,-23.624342,67.581768,53.311294,143.461263,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,90.000000,B_feed_only,E1-E3,98.630137,286.004266,49.426848,49.426848,1.587119,2.357614,54.929577,-42.089237,100.135514,88.208981,178.234215,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,135.000000,B_feed_only,E1-E3,100.000000,161.645702,53.137305,53.137305,1.439904,3.656721,52.777778,-33.516667,97.010140,88.782745,178.642803,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,0.000000,B_feed_only,E2-E4,100.000000,481.351801,175.273694,175.273694,2.674177,4.088080,58.333333,-27.564424,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,45.000000,B_feed_only,E2-E4,100.000000,360.000000,-137.572677,222.427323,2.381943,2.948811,69.444444,-25.536915,61.300170,49.781667,177.087487,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,90.000000,B_feed_only,E2-E4,100.000000,546.062861,-113.817601,-113.817601,3.033683,3.359393,55.555556,-21.950361,83.935835,77.982360,141.099653,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,135.000000,B_feed_only,E2-E4,100.000000,621.717734,-104.091273,-464.091273,2.641420,3.132803,59.722222,-24.279810,84.800481,70.999475,175.129354,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,0.000000,B_feed_only,E1-E2,100.000000,243.780262,-11.818429,-11.818429,1.582096,3.903417,52.777778,-30.062644,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,45.000000,B_feed_only,E1-E2,100.000000,182.619844,-5.094696,-5.094696,1.121635,1.798028,62.500000,-20.368838,32.837558,24.102240,93.767356,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,90.000000,B_feed_only,E1-E2,100.000000,216.140855,-7.644432,-7.644432,1.425223,1.951457,59.722222,-22.169777,40.216897,29.365409,113.287338,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,135.000000,B_feed_only,E1-E2,100.000000,475.056806,-10.570897,-10.570897,2.639204,5.564758,61.111111,-33.516667,57.448586,41.432284,147.960077,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,0.000000,B_feed_only,E2-E3,100.000000,481.187480,21.368146,21.368146,2.673264,4.299092,55.555556,-27.564424,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,45.000000,B_feed_only,E2-E3,100.000000,447.428622,39.510348,39.510348,2.485715,3.037442,56.944444,-23.624342,69.103154,47.912096,173.944800,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,90.000000,B_feed_only,E2-E3,98.630137,455.161367,57.071280,57.071280,2.482582,2.906956,50.704225,-42.089237,94.122001,76.791510,177.694340,72,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,135.000000,B_feed_only,E2-E3,100.000000,492.278457,63.708202,63.708202,2.734880,4.263574,55.555556,-30.939708,96.315956,82.842827,176.963851,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,0.000000,B_feed_only,E3-E4,100.000000,249.651648,153.905548,153.905548,1.415618,1.878169,63.888889,-17.510728,0.000000,0.000000,0.000000,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,45.000000,B_feed_only,E3-E4,100.000000,379.567463,-177.083025,182.916975,1.394804,2.214968,94.444444,-26.162156,68.432645,57.618370,170.788605,73,73
B_ON_absorptive_50ohm_c0p08pf,B,50.000000,0.080000,7.985500,60.000000,90.000000,B_feed_only,E3-E4,98.630137,230.378582,-170.888881,-170.888881,1.228725,2.277746,66.197183,-42.089237,91.567490,78.461789,178.714213,72,73
