case,active_pol,off_resistance_ohm,off_capacitance_pf,freq_ghz,phi_deg,theta_deg,linear_pol_deg,channel_set,baseline,pdoa_deg,pdoa_unwrapped_deg,left_mag_rel_db,right_mag_rel_db,valid,left_mag,right_mag
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,245.000000,90.000000,A_feed_only,E3-E4,158.697256,158.697256,-18.412387,-8.362137,True,254.919582,810.803663
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,250.000000,90.000000,A_feed_only,E3-E4,162.569643,162.569643,-22.021974,-10.305725,True,168.237906,648.240711
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,255.000000,90.000000,A_feed_only,E3-E4,170.027529,170.027529,-28.257200,-12.812112,True,82.065864,485.754635
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,260.000000,90.000000,A_feed_only,E3-E4,-74.136796,-74.136796,-45.677512,-16.284103,False,11.044522,325.699733
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,265.000000,90.000000,A_feed_only,E3-E4,0.357190,0.357190,-27.282935,-21.673296,True,91.807000,175.128877
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,270.000000,90.000000,A_feed_only,E3-E4,71.241794,71.241794,-21.506748,-27.012020,True,178.519282,94.715612
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,275.000000,90.000000,A_feed_only,E3-E4,126.568125,126.568125,-18.022928,-20.534114,True,266.609820,199.671861
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,280.000000,90.000000,A_feed_only,E3-E4,140.696451,140.696451,-15.493090,-15.665902,True,356.753340,349.725642
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,285.000000,90.000000,A_feed_only,E3-E4,146.999356,146.999356,-13.480308,-12.465201,True,449.787275,505.548137
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,290.000000,90.000000,A_feed_only,E3-E4,150.830268,150.830268,-11.788699,-10.112427,True,546.496748,662.828518
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,295.000000,90.000000,A_feed_only,E3-E4,153.535895,153.535895,-10.316728,-8.259009,True,647.420092,820.487724
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,300.000000,90.000000,A_feed_only,E3-E4,155.602214,155.602214,-9.008958,-6.737486,True,752.618057,977.570884
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,305.000000,90.000000,A_feed_only,E3-E4,157.249747,157.249747,-7.836206,-5.460593,True,861.414694,1132.381814
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,310.000000,90.000000,A_feed_only,E3-E4,158.599337,158.599337,-6.785862,-4.382566,True,972.141417,1282.018364
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,315.000000,90.000000,A_feed_only,E3-E4,159.729744,159.729744,-5.856335,-3.481479,True,1081.946513,1422.160425
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,320.000000,90.000000,A_feed_only,E3-E4,160.699993,160.699993,-5.053094,-2.749475,True,1186.773552,1547.208286
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,325.000000,90.000000,A_feed_only,E3-E4,161.558534,161.558534,-4.385126,-2.186034,True,1281.640526,1650.900295
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,330.000000,90.000000,A_feed_only,E3-E4,162.347570,162.347570,-3.861257,-1.792348,True,1361.318389,1727.448762
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,335.000000,90.000000,A_feed_only,E3-E4,163.106003,163.106003,-3.486282,-1.566109,True,1421.374304,1773.034095
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,340.000000,90.000000,A_feed_only,E3-E4,163.871815,163.871815,-3.257338,-1.496671,True,1459.337196,1787.265160
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,345.000000,90.000000,A_feed_only,E3-E4,164.682635,164.682635,-3.161265,-1.560976,True,1475.568244,1774.082271
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,350.000000,90.000000,A_feed_only,E3-E4,165.571054,165.571054,-3.173998,-1.721283,True,1473.406718,1741.640039
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,355.000000,90.000000,A_feed_only,E3-E4,166.550699,166.550699,-3.263100,-1.926683,True,1458.369397,1700.937651
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,360.000000,90.000000,A_feed_only,E3-E4,167.594950,167.594950,-3.394044,-2.121042,True,1436.548687,1663.299569
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,0.000000,135.000000,A_feed_only,E3-E4,163.652366,163.652366,-4.527310,-5.129113,True,1057.914654,987.098485
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,5.000000,135.000000,A_feed_only,E3-E4,166.664383,166.664383,-4.633072,-5.568808,True,1045.111290,938.373506
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,10.000000,135.000000,A_feed_only,E3-E4,169.562605,169.562605,-4.775769,-5.922343,True,1028.081744,900.946416
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,15.000000,135.000000,A_feed_only,E3-E4,172.013166,172.013166,-4.944976,-6.163559,True,1008.247910,876.270400
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,20.000000,135.000000,A_feed_only,E3-E4,173.760993,173.760993,-5.143282,-6.311425,True,985.489506,861.479359
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,25.000000,135.000000,A_feed_only,E3-E4,174.743752,174.743752,-5.387352,-6.421132,True,958.183145,850.666869
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,30.000000,135.000000,A_feed_only,E3-E4,175.084571,175.084571,-5.704506,-6.558902,True,923.827345,837.280596
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,35.000000,135.000000,A_feed_only,E3-E4,174.986148,174.986148,-6.126309,-6.781591,True,880.036458,816.087173
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,40.000000,135.000000,A_feed_only,E3-E4,174.629312,174.629312,-6.682403,-7.130612,True,825.459916,783.944833
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,45.000000,135.000000,A_feed_only,E3-E4,174.133831,174.133831,-7.397242,-7.636012,True,760.245778,739.631718
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,50.000000,135.000000,A_feed_only,E3-E4,173.571746,173.571746,-8.290305,-8.323548,True,685.963271,683.342983
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,55.000000,135.000000,A_feed_only,E3-E4,172.997939,172.997939,-9.378446,-9.220259,True,605.192874,616.315576
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,60.000000,135.000000,A_feed_only,E3-E4,172.469116,172.469116,-10.677503,-10.356251,True,521.123884,540.758735
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,65.000000,135.000000,A_feed_only,E3-E4,172.035528,172.035528,-12.197126,-11.758799,True,437.481610,460.125367
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,70.000000,135.000000,A_feed_only,E3-E4,171.691060,171.691060,-13.912958,-13.423954,True,359.060987,379.855499
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,75.000000,135.000000,A_feed_only,E3-E4,171.254796,171.254796,-15.676043,-15.218127,True,293.098761,308.965347
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,80.000000,135.000000,A_feed_only,E3-E4,170.299595,170.299595,-17.030148,-16.647781,True,250.789123,262.075884
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,85.000000,135.000000,A_feed_only,E3-E4,168.882963,168.882963,-17.273739,-16.872185,True,243.853610,255.391736
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,90.000000,135.000000,A_feed_only,E3-E4,168.084810,168.084810,-16.309856,-15.768792,True,272.472903,289.985655
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,95.000000,135.000000,A_feed_only,E3-E4,168.097530,168.097530,-14.811895,-14.144378,True,323.758645,349.620747
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,100.000000,135.000000,A_feed_only,E3-E4,168.342883,168.342883,-13.324233,-12.586722,True,384.241660,418.292435
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,105.000000,135.000000,A_feed_only,E3-E4,168.406556,168.406556,-12.050435,-11.275303,True,444.932734,486.464296
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,110.000000,135.000000,A_feed_only,E3-E4,168.047564,168.047564,-11.036200,-10.221333,True,500.041595,549.223953
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,115.000000,135.000000,A_feed_only,E3-E4,167.095292,167.095292,-10.280067,-9.385821,True,545.522592,604.679252
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,120.000000,135.000000,A_feed_only,E3-E4,165.432903,165.432903,-9.771069,-8.712422,True,578.445784,653.423907
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,125.000000,135.000000,A_feed_only,E3-E4,163.036420,163.036420,-9.498743,-8.134232,True,596.868920,698.400493
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,130.000000,135.000000,A_feed_only,E3-E4,160.043009,160.043009,-9.453947,-7.577903,True,599.955146,744.596463
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,135.000000,135.000000,A_feed_only,E3-E4,156.812788,156.812788,-9.625691,-6.973747,True,588.208884,798.231287
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,140.000000,135.000000,A_feed_only,E3-E4,153.929858,153.929858,-9.994898,-6.271743,True,563.730075,865.424058
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,145.000000,135.000000,A_feed_only,E3-E4,152.100807,152.100807,-10.525331,-5.455524,True,530.334138,950.692114
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,150.000000,135.000000,A_feed_only,E3-E4,151.957654,151.957654,-11.153968,-4.545479,True,493.307517,1055.703982
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,155.000000,135.000000,A_feed_only,E3-E4,153.808780,153.808780,-11.788620,-3.590127,True,458.548319,1178.446160
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,160.000000,135.000000,A_feed_only,E3-E4,157.412521,157.412521,-12.326725,-2.652092,True,431.002590,1312.839209
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,165.000000,135.000000,A_feed_only,E3-E4,161.932030,161.932030,-12.700961,-1.794604,True,412.826990,1449.058508
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,170.000000,135.000000,A_feed_only,E3-E4,166.220438,166.220438,-12.923111,-1.071339,True,402.402382,1574.886145
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,175.000000,135.000000,A_feed_only,E3-E4,169.283347,169.283347,-13.081526,-0.520429,True,395.129830,1678.010549
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,180.000000,135.000000,A_feed_only,E3-E4,170.554306,170.554306,-13.295882,-0.162290,True,385.497878,1748.644915
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,185.000000,135.000000,A_feed_only,E3-E4,169.880402,169.880402,-13.675574,0.000000,True,369.009404,1781.624247
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,190.000000,135.000000,A_feed_only,E3-E4,167.395435,167.395435,-14.306730,-0.020953,True,343.146534,1777.331606
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,195.000000,135.000000,A_feed_only,E3-E4,163.427028,163.427028,-15.261375,-0.199499,True,307.430791,1741.170053
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,200.000000,135.000000,A_feed_only,E3-E4,158.458292,158.458292,-16.617210,-0.501518,True,262.999910,1681.667875
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,205.000000,135.000000,A_feed_only,E3-E4,153.107821,153.107821,-18.485811,-0.892170,True,212.092632,1607.709581
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,210.000000,135.000000,A_feed_only,E3-E4,148.097075,148.097075,-21.065016,-1.346098,True,157.603311,1525.847882
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,215.000000,135.000000,A_feed_only,E3-E4,144.240901,144.240901,-24.790784,-1.855914,True,102.630611,1438.866169
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,220.000000,135.000000,A_feed_only,E3-E4,142.940308,142.940308,-31.048696,-2.433923,True,49.932272,1346.232179
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,225.000000,135.000000,A_feed_only,E3-E4,-151.865557,-151.865557,-54.472791,-3.106426,False,3.366484,1245.933308
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,230.000000,135.000000,A_feed_only,E3-E4,-46.758819,313.241181,-32.331431,-3.905680,True,43.076913,1136.402337
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,235.000000,135.000000,A_feed_only,E3-E4,-43.705886,316.294114,-26.637534,-4.865436,True,82.973500,1017.523192
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,240.000000,135.000000,A_feed_only,E3-E4,-41.174273,318.825727,-23.443629,-6.022823,True,119.849065,890.584120
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,245.000000,135.000000,A_feed_only,E3-E4,-38.468673,321.531327,-21.219842,-7.426825,True,154.818913,757.660918
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,250.000000,135.000000,A_feed_only,E3-E4,-35.591317,324.408683,-19.496270,-9.154888,True,188.800266,620.971559
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,255.000000,135.000000,A_feed_only,E3-E4,-32.487252,327.512748,-18.072112,-11.346568,True,222.438794,482.489320
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,260.000000,135.000000,A_feed_only,E3-E4,-28.809118,331.190882,-16.845582,-14.288701,True,256.175145,343.859537
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,265.000000,135.000000,A_feed_only,E3-E4,-23.126585,336.873415,-15.758286,-18.710558,True,290.336614,206.675134
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,270.000000,135.000000,A_feed_only,E3-E4,-3.875161,356.124839,-14.772839,-27.465384,True,325.217696,75.430490
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,275.000000,135.000000,A_feed_only,E3-E4,123.180218,483.180218,-13.862539,-27.439832,True,361.151283,75.652716
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,280.000000,135.000000,A_feed_only,E3-E4,141.714829,501.714829,-13.006205,-18.916187,True,398.571155,201.839771
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,285.000000,135.000000,A_feed_only,E3-E4,146.581068,506.581068,-12.185859,-14.673621,True,438.049463,328.953924
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,290.000000,135.000000,A_feed_only,E3-E4,149.098209,509.098209,-11.386429,-11.893065,True,480.280186,453.067477
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,295.000000,135.000000,A_feed_only,E3-E4,150.717812,510.717812,-10.596891,-9.848052,True,525.982831,573.341685
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,300.000000,135.000000,A_feed_only,E3-E4,151.852190,511.852190,-9.812015,-8.250800,True,575.725394,689.090233
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,305.000000,135.000000,A_feed_only,E3-E4,152.656558,512.656558,-9.033574,-6.962358,True,629.705424,799.278691
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,310.000000,135.000000,A_feed_only,E3-E4,153.192164,513.192164,-8.270118,-5.911070,True,687.559375,902.116456
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,315.000000,135.000000,A_feed_only,E3-E4,153.491777,513.491777,-7.535241,-5.062204,True,748.262682,994.731653
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,320.000000,135.000000,A_feed_only,E3-E4,153.607389,513.607389,-6.845225,-4.402880,True,810.130266,1073.178843
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,325.000000,135.000000,A_feed_only,E3-E4,153.643723,513.643723,-6.217200,-3.931579,True,870.875566,1133.018960
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,330.000000,135.000000,A_feed_only,E3-E4,153.763631,513.763631,-5.668096,-3.649356,True,927.708046,1170.437704
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,335.000000,135.000000,A_feed_only,E3-E4,154.159227,514.159227,-5.213575,-3.553059,True,977.546319,1183.486043
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,340.000000,135.000000,A_feed_only,E3-E4,155.001387,515.001387,-4.865916,-3.631380,True,1017.466989,1172.862487
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,345.000000,135.000000,A_feed_only,E3-E4,156.393616,516.393616,-4.630960,-3.863633,True,1045.365334,1141.916760
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,350.000000,135.000000,A_feed_only,E3-E4,158.352276,518.352276,-4.505618,-4.219674,True,1060.559942,1096.055209
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,355.000000,135.000000,A_feed_only,E3-E4,160.814654,520.814654,-4.477514,-4.658969,True,1063.997030,1041.999895
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,360.000000,135.000000,A_feed_only,E3-E4,163.652366,523.652366,-4.527310,-5.129113,True,1057.914654,987.098485
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,0.000000,0.000000,A_feed_only,E4-E1,-130.982108,-130.982108,-14.238252,-6.660302,True,271.121354,648.725914
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,5.000000,0.000000,A_feed_only,E4-E1,-141.296023,-141.296023,-13.066954,-6.145149,True,310.262027,688.365141
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,10.000000,0.000000,A_feed_only,E4-E1,-151.058320,-151.058320,-11.913770,-5.893157,True,354.313613,708.628289
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,15.000000,0.000000,A_feed_only,E4-E1,-160.550924,-160.550924,-10.897243,-5.947814,True,398.303558,704.183139
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,20.000000,0.000000,A_feed_only,E4-E1,-170.184752,-170.184752,-10.080787,-6.303416,True,437.559372,675.935953
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,25.000000,0.000000,A_feed_only,E4-E1,179.527098,-180.472902,-9.484131,-6.910161,True,468.672859,630.330453
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,30.000000,0.000000,A_feed_only,E4-E1,168.119277,-191.880723,-9.104167,-7.668504,True,489.629939,577.631861
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,35.000000,0.000000,A_feed_only,E4-E1,155.455161,-204.544839,-8.933238,-8.431256,True,499.360811,529.070490
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,40.000000,0.000000,A_feed_only,E4-E1,142.024639,-217.975361,-8.968914,-9.043463,True,497.313945,493.063875
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,45.000000,0.000000,A_feed_only,E4-E1,128.893682,-231.106318,-9.214629,-9.421049,True,483.442545,472.089021
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,50.000000,0.000000,A_feed_only,E4-E1,117.124995,-242.875005,-9.674253,-9.593050,True,458.525688,462.832499
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,55.000000,0.000000,A_feed_only,E4-E1,107.202879,-252.797121,-10.344472,-9.650820,True,424.475589,459.764400
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,60.000000,0.000000,A_feed_only,E4-E1,98.955891,-261.044109,-11.206449,-9.668733,True,384.373902,458.817176
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,65.000000,0.000000,A_feed_only,E4-E1,91.769584,-268.230416,-12.214492,-9.669290,True,342.256515,458.787762
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,70.000000,0.000000,A_feed_only,E4-E1,84.793565,-275.206435,-13.277370,-9.630372,True,302.836221,460.848048
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,75.000000,0.000000,A_feed_only,E4-E1,77.197168,-282.802832,-14.234989,-9.508804,True,271.223244,467.343445
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,80.000000,0.000000,A_feed_only,E4-E1,68.671237,-291.328763,-14.863885,-9.265861,True,252.279584,480.599494
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,85.000000,0.000000,A_feed_only,E4-E1,59.943790,-300.056210,-14.974162,-8.886234,True,249.096845,502.070429
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,90.000000,0.000000,A_feed_only,E4-E1,52.440728,-307.559272,-14.556079,-8.383387,True,261.380019,531.994332
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,95.000000,0.000000,A_feed_only,E4-E1,47.181262,-312.818738,-13.781477,-7.791195,True,285.760704,569.529951
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,100.000000,0.000000,A_feed_only,E4-E1,44.332432,-315.667568,-12.858420,-7.150082,True,317.801053,613.157782
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,105.000000,0.000000,A_feed_only,E4-E1,43.610110,-316.389890,-11.934443,-6.496195,True,353.471337,661.099105
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,110.000000,0.000000,A_feed_only,E4-E1,44.702351,-315.297649,-11.092516,-5.856484,True,389.448928,711.626520
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,115.000000,0.000000,A_feed_only,E4-E1,47.428801,-312.571199,-10.376750,-5.248072,True,422.901131,763.260390
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,120.000000,0.000000,A_feed_only,E4-E1,51.749102,-308.250898,-9.812748,-4.679476,True,451.272555,814.896631
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,125.000000,0.000000,A_feed_only,E4-E1,57.727503,-302.272497,-9.418390,-4.152021,True,472.233544,865.915057
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,130.000000,0.000000,A_feed_only,E4-E1,65.493811,-294.506189,-9.208491,-3.660788,True,483.784336,916.298467
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,135.000000,0.000000,A_feed_only,E4-E1,75.210758,-284.789242,-9.195911,-3.195352,True,484.485507,966.737884
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,140.000000,0.000000,A_feed_only,E4-E1,87.053395,-272.946605,-9.388977,-2.741513,True,473.835405,1018.592960
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,145.000000,0.000000,A_feed_only,E4-E1,101.206483,-258.793517,-9.781871,-2.285622,True,452.879621,1073.483125
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,150.000000,0.000000,A_feed_only,E4-E1,117.861251,-242.138749,-10.332085,-1.821642,True,425.081381,1132.385272
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,155.000000,0.000000,A_feed_only,E4-E1,137.099667,-222.900333,-10.924369,-1.357676,True,397.061595,1194.517565
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,160.000000,0.000000,A_feed_only,E4-E1,158.460824,-201.539176,-11.355640,-0.916893,True,377.828174,1256.700137
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,165.000000,0.000000,A_feed_only,E4-E1,-179.616987,-179.616987,-11.430187,-0.531378,True,374.599301,1313.733948
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,170.000000,0.000000,A_feed_only,E4-E1,-159.356899,-159.356899,-11.148842,-0.233310,True,386.931616,1359.598989
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,175.000000,0.000000,A_feed_only,E4-E1,-142.115432,-142.115432,-10.729391,-0.049331,True,406.075495,1388.704370
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,180.000000,0.000000,A_feed_only,E4-E1,-127.747851,-127.747851,-10.418434,0.000000,True,420.876464,1396.613822
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,185.000000,0.000000,A_feed_only,E4-E1,-115.203937,-115.203937,-10.362185,-0.101984,True,423.610850,1380.311564
A_ON_absorptive_50ohm_c0p08pf,A,50.000000,0.080000,8.233000,45.000000,190.000000,0.000000,A_feed_only,E4-E1,-103.165928,-103.165928,-10.594471,-0.369543,True,412.432411,1338.440857
