case,active_pol,off_resistance_ohm,off_capacitance_pf,freq_ghz,phi_deg,theta_deg,linear_pol_deg,channel_set,baseline,pdoa_deg,pdoa_unwrapped_deg,left_mag_rel_db,right_mag_rel_db,valid,left_mag,right_mag
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,320.000000,90.000000,A_feed_only,E1-E2,50.827445,-309.172555,-4.526230,-2.170536,True,2750.314850,3607.174302
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,325.000000,90.000000,A_feed_only,E1-E2,48.875992,-311.124008,-3.866862,-1.880621,True,2967.227443,3729.605289
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,330.000000,90.000000,A_feed_only,E1-E2,46.430522,-313.569478,-3.236981,-1.687946,True,3190.397998,3813.261898
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,335.000000,90.000000,A_feed_only,E1-E2,43.345899,-316.654101,-2.631341,-1.587216,True,3420.793563,3857.741774
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,340.000000,90.000000,A_feed_only,E1-E2,39.461367,-320.538633,-2.050828,-1.569601,True,3657.232380,3865.572946
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,345.000000,90.000000,A_feed_only,E1-E2,34.643764,-325.356236,-1.504716,-1.623373,True,3894.557664,3841.716233
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,350.000000,90.000000,A_feed_only,E1-E2,28.836795,-331.163205,-1.010504,-1.736956,True,4122.576845,3791.806284
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,355.000000,90.000000,A_feed_only,E1-E2,22.085092,-337.914908,-0.590878,-1.904122,True,4326.632568,3719.528036
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,360.000000,90.000000,A_feed_only,E1-E2,14.510171,-345.489829,-0.269390,-2.128527,True,4489.773609,3624.662726
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,0.000000,135.000000,A_feed_only,E1-E2,7.014379,7.014379,-0.763507,-1.786639,True,3880.516224,3449.315587
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,5.000000,135.000000,A_feed_only,E1-E2,-1.068377,-1.068377,-1.104809,-2.101858,True,3730.992616,3326.380680
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,10.000000,135.000000,A_feed_only,E1-E2,-9.431836,-9.431836,-1.467501,-2.509268,True,3578.407456,3173.960086
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,15.000000,135.000000,A_feed_only,E1-E2,-18.175215,-18.175215,-1.844020,-3.032509,True,3426.603529,2988.404601
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,20.000000,135.000000,A_feed_only,E1-E2,-27.425913,-27.425913,-2.237434,-3.687990,True,3274.862992,2771.184061
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,25.000000,135.000000,A_feed_only,E1-E2,-37.294935,-37.294935,-2.659420,-4.479377,True,3119.563655,2529.857130
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,30.000000,135.000000,A_feed_only,E1-E2,-47.827348,-47.827348,-3.125747,-5.396122,True,2956.497380,2276.453283
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,35.000000,135.000000,A_feed_only,E1-E2,-58.960917,-58.960917,-3.651594,-6.417568,True,2782.820324,2023.888022
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,40.000000,135.000000,A_feed_only,E1-E2,-70.514145,-70.514145,-4.248852,-7.522482,True,2597.898956,1782.135629
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,45.000000,135.000000,A_feed_only,E1-E2,-82.227549,-82.227549,-4.926252,-8.700474,True,2402.991599,1556.113116
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,50.000000,135.000000,A_feed_only,E1-E2,-93.859507,-93.859507,-5.691562,-9.959034,True,2200.324589,1346.211134
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,55.000000,135.000000,A_feed_only,E1-E2,-105.302238,-105.302238,-6.554214,-11.322150,True,1992.297377,1150.687411
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,60.000000,135.000000,A_feed_only,E1-E2,-116.677179,-116.677179,-7.526812,-12.822519,True,1781.247480,968.141667
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,65.000000,135.000000,A_feed_only,E1-E2,-128.405036,-128.405036,-8.624763,-14.492293,True,1569.736372,798.822359
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,70.000000,135.000000,A_feed_only,E1-E2,-141.288487,-141.288487,-9.863908,-16.352834,True,1361.035492,644.797212
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,75.000000,135.000000,A_feed_only,E1-E2,-156.655766,-156.655766,-11.255778,-18.392126,True,1159.513861,509.868930
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,80.000000,135.000000,A_feed_only,E1-E2,-176.510838,-176.510838,-12.798525,-20.495762,True,970.819795,400.199703
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,85.000000,135.000000,A_feed_only,E1-E2,156.940495,-203.059505,-14.459078,-22.285725,True,801.882880,325.670651
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,90.000000,135.000000,A_feed_only,E1-E2,124.021956,-235.978044,-16.142288,-23.061027,True,660.618084,297.860905
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,95.000000,135.000000,A_feed_only,E1-E2,90.029851,-269.970149,-17.661785,-22.478753,True,554.594530,318.513036
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,100.000000,135.000000,A_feed_only,E1-E2,60.171520,-299.828480,-18.784491,-21.065153,True,487.349242,374.806601
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,105.000000,135.000000,A_feed_only,E1-E2,36.311664,-323.688336,-19.412308,-19.415242,True,453.366522,453.213422
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,110.000000,135.000000,A_feed_only,E1-E2,18.862726,-341.137274,-19.714755,-17.778293,True,437.851756,547.205170
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,115.000000,135.000000,A_feed_only,E1-E2,7.357802,-352.642198,-20.007072,-16.213117,True,423.361395,655.253015
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,120.000000,135.000000,A_feed_only,E1-E2,0.786948,-359.213052,-20.589122,-14.725095,True,395.921182,777.696473
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,125.000000,135.000000,A_feed_only,E1-E2,-1.862247,-361.862247,-21.741858,-13.317055,True,346.714465,914.559843
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,130.000000,135.000000,A_feed_only,E1-E2,-1.305845,-361.305845,-23.861867,-12.001820,True,271.626112,1064.079022
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,135.000000,135.000000,A_feed_only,E1-E2,2.345890,-357.654110,-27.893584,-10.801396,True,170.759811,1221.785713
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,140.000000,135.000000,A_feed_only,E1-E2,14.339909,14.339909,-38.803704,-9.742414,False,48.627246,1380.206770
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,145.000000,135.000000,A_feed_only,E1-E2,-174.867218,-534.867218,-33.530228,-8.851663,True,89.238746,1529.261245
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,150.000000,135.000000,A_feed_only,E1-E2,-162.787862,-522.787862,-25.323677,-8.153130,True,229.551953,1657.327586
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,155.000000,135.000000,A_feed_only,E1-E2,-150.963640,-510.963640,-21.301084,-7.666645,True,364.762904,1752.800931
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,160.000000,135.000000,A_feed_only,E1-E2,-136.921589,-496.921589,-18.708820,-7.407690,True,491.613591,1805.844450
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,165.000000,135.000000,A_feed_only,E1-E2,-120.378514,-480.378514,-16.712829,-7.387731,True,618.619187,1809.998931
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,170.000000,135.000000,A_feed_only,E1-E2,-102.127116,-462.127116,-14.851622,-7.614515,True,766.449914,1763.352369
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,175.000000,135.000000,A_feed_only,E1-E2,-83.831219,-443.831219,-12.917071,-8.091840,True,957.659948,1669.063525
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,180.000000,135.000000,A_feed_only,E1-E2,-66.959201,-426.959201,-10.949771,-8.818301,True,1201.092067,1535.146478
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,185.000000,135.000000,A_feed_only,E1-E2,-51.942771,-411.942771,-9.103231,-9.784566,True,1485.604855,1373.524976
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,190.000000,135.000000,A_feed_only,E1-E2,-38.379302,-398.379302,-7.504910,-10.969006,True,1785.744685,1198.435268
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,195.000000,135.000000,A_feed_only,E1-E2,-25.608881,-385.608881,-6.218697,-12.332797,True,2070.761252,1024.294932
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,200.000000,135.000000,A_feed_only,E1-E2,-13.126223,-373.126223,-5.262767,-13.818940,True,2311.673516,863.212740
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,205.000000,135.000000,A_feed_only,E1-E2,-0.829281,-360.829281,-4.632357,-15.364137,True,2485.690274,722.533569
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,210.000000,135.000000,A_feed_only,E1-E2,10.848326,-349.151674,-4.314210,-16.930433,True,2578.424130,603.313744
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,215.000000,135.000000,A_feed_only,E1-E2,20.952305,-339.047695,-4.294219,-18.544653,True,2584.365211,500.993621
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,220.000000,135.000000,A_feed_only,E1-E2,28.048418,-331.951582,-4.561360,-20.311215,True,2506.091138,408.793612
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,225.000000,135.000000,A_feed_only,E1-E2,29.853244,-330.146756,-5.109976,-22.355935,True,2352.697185,323.048771
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,230.000000,135.000000,A_feed_only,E1-E2,22.135961,-337.864039,-5.941642,-24.548785,True,2137.877182,250.972183
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,235.000000,135.000000,A_feed_only,E1-E2,1.136609,-358.863391,-7.067279,-25.593487,True,1878.022916,222.531003
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,240.000000,135.000000,A_feed_only,E1-E2,-20.831607,-380.831607,-8.509357,-23.828029,True,1590.732032,272.686340
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,245.000000,135.000000,A_feed_only,E1-E2,-29.727795,-389.727795,-10.300348,-20.780999,True,1294.337342,387.270929
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,250.000000,135.000000,A_feed_only,E1-E2,-27.421482,-387.421482,-12.456694,-17.915964,True,1009.787893,538.600403
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,255.000000,135.000000,A_feed_only,E1-E2,-15.369391,-375.369391,-14.833448,-15.469589,True,768.055253,713.814571
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,260.000000,135.000000,A_feed_only,E1-E2,7.784277,-352.215723,-16.623359,-13.379259,True,625.024308,908.033525
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,265.000000,135.000000,A_feed_only,E1-E2,36.137622,-323.862378,-16.353911,-11.562397,True,644.717304,1119.296097
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,270.000000,135.000000,A_feed_only,E1-E2,56.728628,-303.271372,-14.367358,-9.956728,True,810.395334,1346.568455
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,275.000000,135.000000,A_feed_only,E1-E2,67.966583,-292.033417,-12.089968,-8.520259,True,1053.334850,1588.736660
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,280.000000,135.000000,A_feed_only,E1-E2,73.521408,-286.478592,-10.047526,-7.226629,True,1332.565476,1843.883229
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,285.000000,135.000000,A_feed_only,E1-E2,75.847622,-284.152378,-8.288468,-6.061028,True,1631.704346,2108.693382
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,290.000000,135.000000,A_feed_only,E1-E2,76.202582,-283.797418,-6.768210,-5.016932,True,1943.812465,2378.035051
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,295.000000,135.000000,A_feed_only,E1-E2,75.246259,-284.753741,-5.442175,-4.093323,True,2264.415317,2644.835624
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,300.000000,135.000000,A_feed_only,E1-E2,73.346474,-286.653526,-4.280085,-3.292189,True,2588.574011,2900.383508
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,305.000000,135.000000,A_feed_only,E1-E2,70.714185,-289.285815,-3.264627,-2.616227,True,2909.601474,3135.115267
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,310.000000,135.000000,A_feed_only,E1-E2,67.466374,-292.533626,-2.387775,-2.066844,True,3218.667302,3339.816983
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,315.000000,135.000000,A_feed_only,E1-E2,63.659929,-296.340071,-1.647312,-1.642566,True,3505.090499,3507.006330
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,320.000000,135.000000,A_feed_only,E1-E2,59.314693,-300.685307,-1.043929,-1.338055,True,3757.235305,3632.135870
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,325.000000,135.000000,A_feed_only,E1-E2,54.432440,-305.567560,-0.578902,-1.143884,True,3963.873165,3714.245960
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,330.000000,135.000000,A_feed_only,E1-E2,49.013068,-310.986932,-0.252268,-1.047152,True,4115.773515,3755.841631
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,335.000000,135.000000,A_feed_only,E1-E2,43.066968,-316.933032,-0.061413,-1.032853,True,4207.210202,3762.029539
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,340.000000,135.000000,A_feed_only,E1-E2,36.622467,-323.377533,0.000000,-1.085757,True,4237.062368,3739.185453
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,345.000000,135.000000,A_feed_only,E1-E2,29.728157,-330.271843,-0.057199,-1.192595,True,4209.251711,3693.474371
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,350.000000,135.000000,A_feed_only,E1-E2,22.449767,-337.550233,-0.217342,-1.344549,True,4132.356272,3629.421373
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,355.000000,135.000000,A_feed_only,E1-E2,14.859318,-345.140682,-0.460354,-1.539976,True,4018.344394,3548.673518
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,360.000000,135.000000,A_feed_only,E1-E2,7.014379,-352.985621,-0.763507,-1.786639,True,3880.516224,3449.315587
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,0.000000,0.000000,A_feed_only,E2-E3,-125.206215,-125.206215,-1.462706,-2.235540,True,1292.855776,1182.791959
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,5.000000,0.000000,A_feed_only,E2-E3,-119.066122,-119.066122,-1.682896,-1.768653,True,1260.493406,1248.109551
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,10.000000,0.000000,A_feed_only,E2-E3,-113.712439,-113.712439,-1.931900,-1.353804,True,1224.871013,1309.167402
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,15.000000,0.000000,A_feed_only,E2-E3,-109.139526,-109.139526,-2.235007,-1.023136,True,1182.864582,1359.967571
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,20.000000,0.000000,A_feed_only,E2-E3,-105.220414,-105.220414,-2.619730,-0.803972,True,1131.615401,1394.719102
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,25.000000,0.000000,A_feed_only,E2-E3,-101.727114,-101.727114,-3.108488,-0.715464,True,1069.697467,1409.003763
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,30.000000,0.000000,A_feed_only,E2-E3,-98.387436,-98.387436,-3.712334,-0.768228,True,997.857863,1400.470560
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,35.000000,0.000000,A_feed_only,E2-E3,-94.954978,-94.954978,-4.429172,-0.965777,True,918.812256,1368.978138
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,40.000000,0.000000,A_feed_only,E2-E3,-91.263764,-91.263764,-5.248354,-1.306486,True,836.118213,1316.318680
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,45.000000,0.000000,A_feed_only,E2-E3,-87.242582,-87.242582,-6.161461,-1.785189,True,752.683321,1245.735765
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,50.000000,0.000000,A_feed_only,E2-E3,-82.874925,-82.874925,-7.176108,-2.393982,True,669.699503,1161.411835
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,55.000000,0.000000,A_feed_only,E2-E3,-78.112407,-78.112407,-8.327781,-3.122096,True,586.538233,1068.022901
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,60.000000,0.000000,A_feed_only,E2-E3,-72.768257,-72.768257,-9.687613,-3.954706,True,501.539024,970.398354
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,65.000000,0.000000,A_feed_only,E2-E3,-66.399361,-66.399361,-11.371487,-4.870470,True,413.153081,873.296776
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,70.000000,0.000000,A_feed_only,E2-E3,-58.092721,-58.092721,-13.565309,-5.837431,True,320.937103,781.292760
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,75.000000,0.000000,A_feed_only,E2-E3,-45.736749,-45.736749,-16.593065,-6.807468,True,226.481191,698.734160
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,80.000000,0.000000,A_feed_only,E2-E3,-22.470327,-22.470327,-20.988811,-7.711622,True,136.535262,629.657338
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,85.000000,0.000000,A_feed_only,E2-E3,35.744650,35.744650,-25.042165,-8.463121,True,85.620375,577.469848
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,90.000000,0.000000,A_feed_only,E2-E3,95.542284,95.542284,-21.061131,-8.977611,True,135.403171,544.257963
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,95.000000,0.000000,A_feed_only,E2-E3,121.010153,121.010153,-16.591430,-9.209328,True,226.523811,529.930551
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,100.000000,0.000000,A_feed_only,E2-E3,135.678651,135.678651,-13.484004,-9.177677,True,323.955367,531.865138
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,105.000000,0.000000,A_feed_only,E2-E3,145.850337,145.850337,-11.206726,-8.957484,True,421.064902,545.520622
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,110.000000,0.000000,A_feed_only,E2-E3,153.186543,153.186543,-9.445708,-8.643435,True,515.703391,565.605511
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,115.000000,0.000000,A_feed_only,E2-E3,158.420108,158.420108,-8.036709,-8.320646,True,606.526688,587.020204
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,120.000000,0.000000,A_feed_only,E2-E3,162.043465,162.043465,-6.889946,-8.054861,True,692.130641,605.260511
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,125.000000,0.000000,A_feed_only,E2-E3,164.460030,164.460030,-5.954491,-7.895740,True,770.833919,616.450733
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,130.000000,0.000000,A_feed_only,E2-E3,166.045432,166.045432,-5.199611,-7.884137,True,840.823474,617.274736
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,135.000000,0.000000,A_feed_only,E2-E3,167.204479,167.204479,-4.603621,-8.058704,True,900.542709,604.992742
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,140.000000,0.000000,A_feed_only,E2-E3,168.440921,168.440921,-4.147188,-8.460164,True,949.130558,577.666474
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,145.000000,0.000000,A_feed_only,E2-E3,170.452863,170.452863,-3.810196,-9.131155,True,986.678221,534.721449
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,150.000000,0.000000,A_feed_only,E2-E3,174.280032,174.280032,-3.571668,-10.103993,True,1014.149416,478.063615
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,155.000000,0.000000,A_feed_only,E2-E3,-178.489942,181.510058,-3.411907,-11.350650,True,1032.975545,414.145402
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,160.000000,0.000000,A_feed_only,E2-E3,-165.781677,194.218323,-3.315722,-12.633629,True,1044.477982,357.276050
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,165.000000,0.000000,A_feed_only,E2-E3,-146.988775,213.011225,-3.275499,-13.297756,True,1049.325954,330.976822
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,170.000000,0.000000,A_feed_only,E2-E3,-126.951707,233.048293,-3.292731,-12.708155,True,1047.246246,354.223720
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,175.000000,0.000000,A_feed_only,E2-E3,-112.073253,247.926747,-3.376699,-11.242975,True,1037.171122,419.311329
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,180.000000,0.000000,A_feed_only,E2-E3,-103.265598,256.734402,-3.539913,-9.674587,True,1017.863878,502.291698
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,185.000000,0.000000,A_feed_only,E2-E3,-98.621988,261.378012,-3.791635,-8.370332,True,988.788922,583.671886
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,190.000000,0.000000,A_feed_only,E2-E3,-96.425960,263.574040,-4.132106,-7.401225,True,950.780112,652.565520
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,195.000000,0.000000,A_feed_only,E2-E3,-95.558777,264.441223,-4.550059,-6.734005,True,906.113101,704.668949
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,200.000000,0.000000,A_feed_only,E2-E3,-95.300785,264.699215,-5.025013,-6.308474,True,857.896176,740.051037
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,205.000000,0.000000,A_feed_only,E2-E3,-95.166940,264.833060,-5.534165,-6.063923,True,809.053291,761.183245
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,210.000000,0.000000,A_feed_only,E2-E3,-94.811618,265.188382,-6.061726,-5.950454,True,761.375783,771.192269
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,215.000000,0.000000,A_feed_only,E2-E3,-93.965813,266.034187,-6.606623,-5.934961,True,715.079297,772.569091
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,220.000000,0.000000,A_feed_only,E2-E3,-92.386018,267.613982,-7.184621,-6.002642,True,669.043457,766.572564
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,225.000000,0.000000,A_feed_only,E2-E3,-89.808743,270.191257,-7.823984,-6.153954,True,621.564459,753.334140
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,230.000000,0.000000,A_feed_only,E2-E3,-85.903977,274.096023,-8.557283,-6.398748,True,571.243446,732.399404
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,235.000000,0.000000,A_feed_only,E2-E3,-80.212256,279.787744,-9.411709,-6.750367,True,517.725942,703.342783
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,240.000000,0.000000,A_feed_only,E2-E3,-72.049064,287.950936,-10.394776,-7.221512,True,462.324133,666.207851
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,245.000000,0.000000,A_feed_only,E2-E3,-60.396866,299.603134,-11.462057,-7.821782,True,408.867425,621.722028
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,250.000000,0.000000,A_feed_only,E2-E3,-43.979432,316.020568,-12.445026,-8.555388,True,365.118701,571.368084
A_ON_reflective_5kohm_c0p08pf,A,5000.000000,0.080000,7.985500,75.000000,255.000000,0.000000,A_feed_only,E2-E3,-22.136067,337.863933,-12.967678,-9.416667,True,343.796498,517.430472
